cost,evac,widths
0.0,1419.58,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
416.22,1340.49,"[0,0,0,0,0,0,0,0,0,0,2,0,2,0,0]"
425.87,1332.84,"[0,0,0,0,0,0,2,0,4,0,0,0,2,0,0]"
613.45,1331.52,"[0,0,0,2,0,0,2,0,4,0,0,0,2,0,0]"
634.22,1304.99,"[0,0,4,0,0,0,2,0,0,0,0,0,0,0,0]"
650.98,1303.03,"[0,0,4,0,0,0,2,0,4,0,0,0,0,0,0]"
841.01,1300.8,"[0,0,4,0,0,0,0,0,4,4,0,0,0,0,0]"
929.38,1250.26,"[0,0,4,0,0,0,0,0,4,0,0,0,2,0,4]"
1090.04,1206.04,"[0,0,4,0,0,0,0,0,4,0,0,0,4,0,4]"
1139.05,1204.0,"[0,0,4,0,0,0,0,0,4,2,0,0,4,0,2]"
1365.54,1196.68,"[0,0,4,0,0,0,0,0,4,0,0,0,4,2,4]"
1678.27,1183.01,"[0,2,4,2,0,0,2,0,4,0,0,0,4,0,2]"
2049.03,1174.7,"[4,0,4,0,0,0,0,0,4,4,0,0,4,2,0]"
2323.64,1173.36,"[2,4,4,0,0,0,0,0,4,4,0,0,4,0,2]"
2342.49,1152.18,"[4,0,4,0,2,0,0,0,4,0,0,0,4,2,4]"
2889.21,1151.81,"[2,2,4,0,2,0,2,0,0,0,0,2,4,2,4]"
2990.5,1151.55,"[4,0,4,4,2,0,0,2,0,0,0,0,4,2,4]"
3670.94,1145.49,"[2,2,4,2,2,0,0,4,4,4,2,0,4,2,2]"
3678.7,1135.22,"[4,4,4,0,4,0,0,0,4,0,0,0,4,4,4]"
3919.97,1126.99,"[4,4,4,0,4,0,0,0,4,0,2,0,4,4,4]"
