batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,4495995.8,8,1130.12,0.0
1,80,4670990.3,11,1127.88,0.0
2,120,4720958.7,16,1127.88,0.0
3,160,4791134.8,18,1103.01,0.0
4,200,4876348.6,17,1103.01,0.0
5,240,4900333.3,17,1103.01,0.0
