batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,4508819.3,8,1130.42,0.0
1,80,4565462.2,8,1125.85,0.0
2,120,4715581.4,12,1125.85,0.0
3,160,4786121.8,16,1111.82,0.0
4,200,4835317.3,18,1111.82,0.0
5,240,4845242.9,22,1111.82,0.0
