cost,evac,widths
0.0,577.99,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
386.58,556.53,"[0,0,2,2,0,0,0,0,0,0,0,0,0,0,0]"
442.82,555.89,"[0,0,2,0,0,0,2,0,2,0,0,0,0,0,0]"
881.88,538.6,"[0,0,2,0,0,0,0,0,2,0,0,0,4,0,4]"
890.22,538.53,"[0,0,2,0,0,0,0,0,4,0,0,0,4,0,4]"
1096.17,534.48,"[0,0,2,0,0,0,0,0,2,2,0,0,4,0,4]"
1231.4,528.15,"[0,0,4,0,0,0,0,0,0,0,4,0,4,0,0]"
2065.46,527.69,"[0,0,4,0,0,0,0,0,4,4,4,4,2,0,0]"
2152.1,525.73,"[2,2,4,2,0,0,0,0,0,0,4,0,2,2,0]"
2342.49,524.94,"[0,0,4,4,0,0,0,0,0,0,2,2,4,4,2]"
2418.14,523.48,"[0,2,4,2,2,0,0,0,0,0,4,0,4,2,0]"
2600.33,522.43,"[2,0,4,4,2,0,0,0,2,0,2,0,4,4,0]"
2635.0,519.17,"[2,2,4,2,0,0,0,0,0,2,4,0,2,4,0]"
3436.65,516.74,"[2,2,4,4,0,0,2,0,0,4,4,0,4,4,0]"
