cost,evac,widths
0.0,578.16,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
16.76,578.07,"[0,0,0,0,0,0,0,0,4,0,0,0,0,0,0]"
362.53,562.33,"[0,0,0,2,0,0,0,0,0,0,0,0,2,0,0]"
386.58,556.57,"[0,0,2,2,0,0,0,0,0,0,0,0,0,0,0]"
575.01,540.23,"[0,0,4,0,0,0,0,0,0,0,0,0,2,0,0]"
992.85,534.61,"[0,0,4,2,0,0,2,0,0,0,0,0,2,0,0]"
1223.46,526.39,"[0,0,4,2,0,0,0,0,4,0,0,0,4,2,0]"
1837.16,523.7,"[0,0,4,0,0,0,2,0,0,0,4,0,2,4,0]"
2119.95,523.19,"[0,0,4,2,0,0,4,0,4,4,0,0,4,2,0]"
2665.39,518.33,"[0,0,4,2,0,0,0,0,2,2,2,4,4,4,2]"
3803.61,517.27,"[4,4,4,0,0,0,0,0,4,4,4,0,4,4,4]"
