batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,20,8690617.0,4,532.91,0.0
1,40,8713648.7,7,526.38,0.0
2,60,8760207.3,10,526.38,0.0
3,80,8788850.7,13,521.58,0.0
4,100,8819160.7,7,520.44,0.0
5,120,8823423.0,10,520.44,0.0
6,140,8830464.9,13,520.32,0.0
7,160,8836155.0,12,520.32,0.0
8,180,8836926.8,14,520.32,0.0
9,200,8838350.4,17,520.32,0.0
10,220,8844116.8,17,519.03,0.0
11,240,8844568.7,19,519.03,0.0
