batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,8703221.8,6,528.26,0.0
1,80,8735082.3,10,524.65,0.0
2,120,8777279.4,9,522.77,0.0
3,160,8817522.6,7,520.19,0.0
4,200,8827421.8,9,520.19,0.0
5,240,8840407.1,11,517.27,0.0
