batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,8720101.9,7,524.94,0.0
1,80,8776117.0,5,522.3,0.0
2,120,8794248.5,5,522.3,0.0
3,160,8796986.4,6,522.3,0.0
4,200,8808710.1,10,520.04,0.0
5,240,8832362.6,14,518.52,0.0
