batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,8701276.1,7,528.5,0.0
1,80,8745380.3,6,521.38,0.0
2,120,8764264.6,8,521.15,0.0
3,160,8796327.9,13,517.62,0.0
4,200,8817606.0,13,517.62,0.0
5,240,8828365.5,18,517.57,0.0
