cost,evac,widths
0.0,578.02,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
234.16,576.5,"[0,0,0,0,0,0,2,0,0,0,0,0,0,0,0]"
424.19,576.42,"[0,0,0,0,0,0,0,0,0,4,0,0,0,0,0]"
448.45,573.68,"[0,0,0,0,0,0,2,0,0,2,0,0,0,0,0]"
512.56,563.72,"[0,0,0,0,0,0,0,0,0,0,0,0,2,0,4]"
556.53,557.12,"[0,0,0,0,0,0,0,0,0,2,0,0,2,0,2]"
623.4,553.79,"[0,0,0,0,0,0,2,0,0,2,0,0,2,0,0]"
882.1,549.68,"[2,0,4,2,0,0,0,0,0,0,0,0,0,0,0]"
931.2,531.54,"[0,0,4,2,0,0,0,0,0,0,0,0,4,0,0]"
1505.5,530.82,"[2,0,4,2,0,0,2,0,0,2,0,0,2,0,0]"
1618.29,530.37,"[2,0,2,2,0,0,0,0,0,2,0,0,2,4,0]"
1732.47,529.75,"[2,0,4,0,0,0,4,0,0,2,0,0,4,0,0]"
2287.75,525.74,"[2,0,4,2,0,0,4,0,0,2,0,0,2,4,0]"
2288.73,522.96,"[2,0,4,2,0,0,4,0,0,0,4,0,2,2,0]"
2503.02,521.39,"[2,0,4,2,0,0,4,0,0,2,4,0,2,2,0]"
2581.25,519.87,"[4,0,2,2,0,0,2,0,0,0,4,0,4,4,0]"
2771.63,518.75,"[2,0,4,2,0,0,4,0,0,2,4,0,2,4,0]"
3268.23,517.57,"[4,0,4,2,0,0,4,0,0,4,4,0,2,4,0]"
