batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,60,8723325.4,8,520.95,0.0
1,120,8753028.7,9,520.95,0.0
2,180,8773696.0,14,520.75,0.0
3,240,8796260.0,9,520.54,0.0
