batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,8723129.0,7,522.24,0.0
1,80,8767826.7,10,521.25,0.0
2,120,8783644.7,11,521.25,0.0
3,160,8810732.4,11,519.91,0.0
4,200,8817292.8,14,519.74,0.0
5,240,8833218.2,14,516.74,0.0
