batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,8702529.2,7,529.51,0.0
1,80,8744782.0,8,524.24,0.0
2,120,8769828.6,10,518.43,0.0
3,160,8802140.3,9,518.43,0.0
4,200,8805735.3,12,518.43,0.0
5,240,8829166.3,12,515.3,0.0
