batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,20,8709676.5,5,524.95,0.0
1,40,8757828.5,8,522.78,0.0
2,60,8769657.2,8,522.78,0.0
3,80,8784078.4,11,522.78,0.0
4,100,8801905.6,11,522.78,0.0
5,120,8810500.4,10,521.87,0.0
6,140,8820384.6,10,521.87,0.0
7,160,8829328.9,11,520.85,0.0
8,180,8831457.3,14,520.69,0.0
9,200,8831696.3,14,520.69,0.0
10,220,8831831.9,14,520.69,0.0
11,240,8832431.4,16,520.69,0.0
