batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,8717753.7,7,524.95,0.0
1,80,8728620.1,11,522.72,0.0
2,120,8746407.9,14,522.7,0.0
3,160,8785125.7,12,516.94,0.0
4,200,8807734.9,8,515.63,0.0
5,240,8809500.5,12,515.63,0.0
