batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,60,8747597.7,5,522.92,0.0
1,120,8788941.4,8,522.5,0.0
2,180,8803160.2,11,519.64,0.0
3,240,8809093.3,12,519.64,0.0
