batch,sim_calls,hypervolume,n_front0,best_evac,best_cost
0,40,8720760.5,7,524.89,0.0
1,80,8766647.2,11,522.5,0.0
2,120,8770555.7,13,522.5,0.0
3,160,8794463.1,10,522.5,0.0
4,200,8817893.0,11,518.25,0.0
5,240,8820453.6,14,518.2,0.0
