step,time,alive
0,0,49372
1,1,49293
2,2,49191
3,3,49067
4,4,48940
5,5,48826
6,6,48728
7,7,48634
8,8,48525
9,9,48431
10,10,48342
11,11,48245
12,12,48169
13,13,48094
14,14,48018
15,15,47942
16,16,47868
17,17,47794
18,18,47717
19,19,47652
20,20,47584
21,21,47524
22,22,47456
23,23,47394
24,24,47329
25,25,47268
26,26,47208
27,27,47155
28,28,47083
29,29,47022
30,30,46954
31,31,46888
32,32,46833
33,33,46766
34,34,46695
35,35,46633
36,36,46563
37,37,46499
38,38,46430
39,39,46369
40,40,46297
41,41,46230
42,42,46163
43,43,46099
44,44,46029
45,45,45959
46,46,45886
47,47,45818
48,48,45748
49,49,45680
50,50,45612
51,51,45537
52,52,45465
53,53,45389
54,54,45316
55,55,45247
56,56,45174
57,57,45108
58,58,45040
59,59,44954
60,60,44890
61,61,44816
62,62,44739
63,63,44666
64,64,44591
65,65,44521
66,66,44446
67,67,44376
68,68,44296
69,69,44223
70,70,44148
71,71,44078
72,72,44004
73,73,43930
74,74,43852
75,75,43789
76,76,43703
77,77,43638
78,78,43559
79,79,43479
80,80,43401
81,81,43325
82,82,43262
83,83,43185
84,84,43116
85,85,43040
86,86,42964
87,87,42887
88,88,42811
89,89,42741
90,90,42665
91,91,42591
92,92,42519
93,93,42443
94,94,42375
95,95,42300
96,96,42231
97,97,42152
98,98,42076
99,99,42006
100,100,41937
101,101,41870
102,102,41790
103,103,41717
104,104,41643
105,105,41577
106,106,41503
107,107,41437
108,108,41363
109,109,41289
110,110,41216
111,111,41146
112,112,41080
113,113,41009
114,114,40939
115,115,40864
116,116,40800
117,117,40727
118,118,40654
119,119,40578
120,120,40518
121,121,40445
122,122,40378
123,123,40306
124,124,40236
125,125,40167
126,126,40097
127,127,40029
128,128,39966
129,129,39898
130,130,39835
131,131,39764
132,132,39703
133,133,39638
134,134,39565
135,135,39502
136,136,39433
137,137,39370
138,138,39296
139,139,39240
140,140,39170
141,141,39104
142,142,39040
143,143,38975
144,144,38917
145,145,38853
146,146,38792
147,147,38727
148,148,38656
149,149,38599
150,150,38535
151,151,38472
152,152,38411
153,153,38355
154,154,38293
155,155,38229
156,156,38165
157,157,38111
158,158,38055
159,159,37997
160,160,37937
161,161,37880
162,162,37818
163,163,37767
164,164,37701
165,165,37644
166,166,37584
167,167,37524
168,168,37465
169,169,37411
170,170,37350
171,171,37289
172,172,37233
173,173,37178
174,174,37120
175,175,37059
176,176,37004
177,177,36943
178,178,36881
179,179,36830
180,180,36769
181,181,36716
182,182,36647
183,183,36597
184,184,36535
185,185,36481
186,186,36418
187,187,36366
188,188,36309
189,189,36247
190,190,36191
191,191,36132
192,192,36073
193,193,36015
194,194,35960
195,195,35900
196,196,35837
197,197,35783
198,198,35720
199,199,35666
200,200,35604
201,201,35550
202,202,35496
203,203,35435
204,204,35383
205,205,35327
206,206,35264
207,207,35212
208,208,35150
209,209,35092
210,210,35032
211,211,34975
212,212,34914
213,213,34859
214,214,34800
215,215,34747
216,216,34690
217,217,34630
218,218,34576
219,219,34517
220,220,34468
221,221,34405
222,222,34352
223,223,34292
224,224,34239
225,225,34181
226,226,34128
227,227,34068
228,228,34015
229,229,33958
230,230,33905
231,231,33852
232,232,33789
233,233,33738
234,234,33682
235,235,33623
236,236,33568
237,237,33512
238,238,33458
239,239,33399
240,240,33343
241,241,33286
242,242,33233
243,243,33179
244,244,33118
245,245,33066
246,246,33012
247,247,32953
248,248,32898
249,249,32846
250,250,32790
251,251,32733
252,252,32679
253,253,32624
254,254,32569
255,255,32513
256,256,32458
257,257,32406
258,258,32348
259,259,32296
260,260,32237
261,261,32185
262,262,32133
263,263,32079
264,264,32029
265,265,31975
266,266,31923
267,267,31869
268,268,31821
269,269,31769
270,270,31719
271,271,31664
272,272,31610
273,273,31561
274,274,31512
275,275,31463
276,276,31415
277,277,31357
278,278,31314
279,279,31258
280,280,31211
281,281,31158
282,282,31107
283,283,31060
284,284,31009
285,285,30960
286,286,30912
287,287,30864
288,288,30819
289,289,30762
290,290,30715
291,291,30664
292,292,30622
293,293,30573
