ID,time,distance,start_x,start_y,end_x,end_y,state
425,112.999,104.955,114.616,465.093,67.8306,405.357,0
426,301.309,163.464,444.26,149.739,355.811,174.155,0
427,215.804,149.555,467.816,212.702,356.222,173.288,0
428,342.912,219.405,498.908,518.337,613.245,612.591,0
429,333.011,228.08,479.888,469.772,615.499,539.906,0
430,121.299,90.6553,418.052,217.441,355.749,174.29,0
431,512.722,306.129,277.787,526.931,150.344,706.062,0
432,241.606,154.452,472.592,611.035,613.272,613.163,0
433,119.899,107.828,558.597,153.093,653.603,130.257,0
434,57.0997,60.2201,615.712,240.413,635.855,282.379,0
435,346.212,216.659,502.939,409.006,630.266,334.053,0
436,411.516,295.138,349.001,417.998,349.872,174.819,0
437,16.2,19.552,630.246,205.669,647.902,197.657,0
438,44.4999,25.4276,273.656,197.846,252.979,183.836,0
439,292.209,224.711,480.582,427.071,615.658,539.597,0
440,169.701,118.315,456.152,161.676,356.186,173.263,0
441,143,141.857,249.369,667.055,152.237,706.874,0
442,367.113,210.799,491.145,250.971,356.271,173.127,0
443,24.0001,32.0725,261.286,215.023,250.657,184.829,0
444,461.719,316.781,357.754,459.68,349.612,174.633,0
445,172.801,172.885,290.385,686.04,311.524,818.365,0
446,80.0993,62.4359,589.044,656.768,613.339,613.206,0
447,306.91,219.593,349.723,353.366,349.341,174.544,0
448,109.299,139.205,560.241,279.288,648.219,197.985,0
449,668.784,296.069,277.967,597.794,150.35,706.159,0
450,212.804,221.942,408.393,661.019,313.378,818.23,0
451,200.703,105.17,547.454,641.402,613.415,613.259,0
452,192.903,149.488,585.121,395.145,630.259,334.092,0
453,461.719,287.981,427.749,413.052,630.35,334.076,0
454,12.4,13.9778,616.883,331.178,630.356,334.39,0
455,999.903,305.306,420.868,392.842,527.96,376.453,1
456,136.499,99.9697,222.136,280.996,248.896,185.036,0
457,58.1997,65.7022,566.608,342.127,630.352,334.103,0
458,154.7,130.513,175.105,261.284,248.051,184.663,0
459,26.2001,36.533,613.021,186.261,647.898,191.465,0
460,287.208,171.411,445.016,277.166,356.147,173.453,0
461,178.202,133.087,550.448,555.57,613.288,612.421,0
462,159.401,130.057,250.792,307.417,249.543,185.229,0
463,132.099,112.039,543.191,120.668,653.568,129.736,0
464,223.704,141.27,291.002,306.156,250.232,184.995,0
465,126.099,149.957,313.523,696.763,312.262,818.179,0
466,312.81,256.977,458.213,421.303,615.576,540.25,0
467,381.314,270.187,466.448,234.679,356.156,173.244,0
468,181.002,122.685,469.197,174.311,356.043,173.644,0
469,372.914,147.214,177.654,440.563,67.6424,405.713,0
470,252.806,170.697,242.791,342.628,250.984,184.649,0
471,90.1992,71.9201,593.46,361.082,630.351,334.285,0
472,286.608,236.054,305.335,383.051,251.434,184.428,0
473,311.01,199.249,200.75,477.336,67.355,406.194,0
474,199.603,145.476,143.27,561.632,150.716,706.158,0
475,216.804,125.552,187.723,624.219,150.591,706.181,0
476,65.1996,42.0727,111.313,403.851,67.687,405.579,0
477,287.508,166.482,171.942,303.412,248.336,184.765,0
478,438.318,203.339,234.27,429.556,67.7081,405.545,0
479,80.5993,65.0009,589.279,130.305,653.632,130.363,0
480,358.213,251.218,455.062,422.398,615.518,540.113,0
481,63.8996,69.0947,549.476,747.838,611.891,753.253,0
482,97.5991,112.832,258.49,734.341,151.858,706.676,0
483,410.016,228.22,245.318,572.605,150.337,706.057,0
484,63.0996,58.9438,303.805,768.487,311.223,818.59,0
