ID,time,distance,start_x,start_y,end_x,end_y,state
869,69.5995,63.9946,231.681,245.518,249.085,185.088,0
870,323.511,226.821,368.253,370.841,349.707,174.747,0
871,283.408,297.896,348.856,544.602,312.179,818.186,0
872,10.9,10.565,591.879,832.869,602.537,833.543,0
873,226.105,150.537,202.128,368.665,67.5962,404.509,0
874,30.6001,36.5094,617.906,217.231,647.792,197.641,0
875,291.209,180.492,276.147,351.811,250.466,184.805,0
876,307.91,222.981,484.937,469.892,615.481,539.84,0
877,310.41,199.925,497.723,548.444,613.316,612.39,0
878,259.907,162.197,471.502,606.588,613.315,613.18,0
879,168.601,169.285,513.427,682.769,612.264,752.107,0
880,305.209,232.199,498.554,478.502,615.558,540.207,0
881,317.81,211.335,479.232,532.893,613.274,612.493,0
882,161.501,76.9635,186.093,659.54,150.565,706.224,0
883,278.708,156.289,502.779,180.866,356.108,173.43,0
884,125.099,164.683,537.093,288.253,647.918,197.637,0
885,6.2,5.10625,72.8551,404.804,67.7917,405.179,0
886,93.3991,82.0545,579.563,141.79,653.593,130.34,0
887,49.4998,62.5562,612.643,236.489,648.417,198.078,0
888,106.999,128.333,522.402,735.843,611.184,755.173,0
889,85.7993,113.166,352.944,714.644,313.396,818.228,0
890,302.409,175.813,517.761,180.977,356.151,173.421,0
891,347.812,259.978,399.703,363.582,349.64,174.61,0
892,174.801,174.273,297.772,701.302,311.458,818.389,0
893,223.804,241.588,327.876,593.118,312.266,818.1,0
894,147.3,126.124,309.61,259.05,349.73,174.689,0
895,36.8,47.7446,595.419,504.653,615.619,540.365,0
896,375.914,178.531,464.992,650.99,613.288,613.207,0
897,0,0,652.253,197.689,652.253,197.689,0
898,124.099,121.522,523.92,716.022,612.022,752.828,0
899,229.205,120.144,198.221,265.785,248.284,184.822,0
900,112.299,110.939,288.672,282.972,250.305,184.699,0
901,86.3993,70.3555,596.911,686.897,612.353,751.96,0
902,92.1992,99.7849,541.234,722.745,611.817,753.53,0
903,150.9,128.522,597.449,440.653,615.577,539.564,0
904,42.3999,55.7208,586.157,505.6,615.508,540.236,0
905,126.899,118.466,249.745,710.126,152.348,706.855,0
906,46.0999,64.1803,330.639,756.604,312.776,817.98,0
907,149.8,104.678,564.716,319.619,630.341,334.146,0
908,433.617,303.435,358.343,437.37,349.767,174.657,0
909,85.5993,65.2017,309.794,761.276,311.722,818.402,0
910,30.3001,34.8833,317.268,186.452,349.672,174.596,0
911,999.903,363.242,427.986,140.674,424.146,122.279,1
912,526.518,296.108,477.031,490.84,615.523,539.849,0
913,308.11,169.336,230.359,394.929,67.6912,404.934,0
914,35.3,34.1989,596.598,335.852,630.399,334.364,0
915,307.71,258.377,282.468,431.583,67.4421,404.14,0
916,66.0996,55.296,575.07,636.149,613.288,612.52,0
917,59.7997,41.3103,108.799,404.702,67.707,405.508,0
918,265.307,123.392,163.599,429.71,67.8361,405.048,0
919,100.899,86.8555,319.214,744.506,311.817,818.281,0
920,353.512,260.335,471.373,514.401,613.257,612.603,0
921,10.7,9.36411,359.199,182.638,355.637,174.396,0
922,115.799,87.225,439.285,179.196,356.167,173.236,0
923,33.4001,33.9154,593.174,724.863,612.492,751.669,0
924,171.501,141.8,605.581,434.281,615.593,539.558,0
925,232.905,176.803,177.427,561.486,150.729,706.333,0
926,481.02,265.264,234.272,518.486,150.346,706.124,0
927,140.399,119.144,195.77,255.956,248.077,184.749,0
928,151.5,130.352,355.048,266.395,349.794,174.646,0
929,117.499,108.383,367.582,211.781,349.673,174.635,0
930,152.3,136.068,314.911,283.659,250.986,184.602,0
931,243.006,153.544,497.308,347.764,630.348,334.134,0
932,123.199,116.059,342.917,268.295,349.661,174.693,0
933,137.299,100.975,546.149,588.803,613.335,612.544,0
934,225.205,148.964,472.224,606.21,613.308,613.227,0
935,298.909,153.284,221.435,648.926,150.431,706.13,0
936,140.399,99.9427,221.377,278.818,249.202,185.096,0
937,100.099,84.9656,180.844,210.167,248.351,184.823,0
938,166.101,134.364,246.493,309.852,250.157,185.005,0
939,321.31,188.564,222.128,599.014,150.438,706.101,0
940,35.2,41.3835,600.438,577.61,616.755,543.136,0
941,9.2,8.62682,594.276,834.339,602.388,833.276,0
942,146,155.066,306.991,699.718,311.883,818.291,0
943,126.599,91.4291,433.833,192.934,356.007,173.947,0
944,118.199,150.748,554.837,266.295,647.894,197.707,0
945,123.799,108.77,547.719,125.881,653.637,129.619,0
946,287.408,179.399,508.869,324.738,630.26,334.073,0
947,70.4995,54.9145,260.567,237.512,249.485,185.247,0
948,199.503,184.792,312.288,325.484,250.724,184.79,0
949,175.301,132.526,281.938,304.588,249.968,184.986,0
950,62.6996,56.8557,597.364,698.114,612.367,752.005,0
951,395.015,317.637,326.129,451.105,67.2444,403.689,0
952,13,15.8606,633.329,185.569,648.231,190.924,0
953,451.418,204.499,235.246,429.459,67.796,405.145,0
954,173.501,143.535,535.591,390.077,630.294,334.129,0
955,148,164.577,403.845,709.852,313.61,818.337,0
956,188.302,227.037,496.008,259.194,648.177,197.999,0
957,184.602,112.955,511.182,639.096,613.307,612.412,0
958,278.708,181.72,226.224,360.019,67.4896,404.385,0
959,205.103,132.178,413.986,249.464,355.444,174.425,0
960,26.3001,19.5581,87.4283,405.965,67.7682,405.028,0
961,413.216,206.064,452.727,679.359,613.337,612.549,0
962,5.5,5.42608,151.593,700.97,150.095,706.164,0
963,36.6,33.3819,99.4088,399.068,67.6914,404.782,0
964,547.913,361.887,397.005,514.012,615.612,539.711,0
965,544.114,288.162,405.218,602.833,613.282,613.07,0
966,62.7996,65.4227,327.007,220.741,349.298,174.545,0
967,129.199,91.5426,557.001,328.575,630.429,333.728,0
968,8.8,9.25416,312.782,808.838,312.76,818.076,0
969,208.404,156.729,471.991,587.087,613.299,612.363,0
970,326.511,232.174,351.243,358.5,349.627,174.561,0
971,79.7994,79.2756,355.016,200.405,349.434,174.494,0
972,332.111,322.807,377.895,538.408,312.345,818.097,0
973,375.614,212.091,473.544,383.351,630.311,334.074,0
974,17.2,16.1592,369.624,182.132,355.874,174.127,0
975,19.4,13.2096,264.347,191.563,253.024,183.787,0
976,119.299,82.2459,305.482,748.002,311.698,818.388,0
977,328.311,136.218,165.334,439.349,67.712,404.902,0
978,187.702,158.898,583.576,411.945,615.47,539.832,0
979,189.602,104.044,230.087,284.468,249.173,185.11,0
980,69.7995,63.5914,598.38,179.607,647.979,190.998,0
981,52.7998,57.7713,266.701,239.063,250.195,184.977,0
982,184.502,106.862,166.424,413.05,67.7491,405.534,0
983,130.499,87.419,156.346,402.893,67.6967,404.856,0
984,315.61,177.588,204.276,350.148,67.469,404.409,0
985,472.42,263.941,400.144,614.498,613.18,613.046,0
986,159.501,144.956,511.48,116.524,653.546,129.815,0
987,184.002,156.732,371.771,280.311,349.693,174.625,0
988,235.505,178.911,337.358,316.895,349.521,174.606,0
989,337.911,163.415,502.758,187.977,355.776,174.118,0
990,169.701,72.808,174.065,661.711,150.746,706.304,0
991,263.707,191.614,521.649,455.993,615.633,539.66,0
992,54.7997,56.1326,89.9347,439.064,67.5651,405.849,0
993,391.115,258.888,238.138,498.929,67.3825,406.368,0
994,165.201,99.8304,163.027,409.729,67.7497,405.648,0
995,340.012,226.636,423.859,324.573,355.448,174.487,0
996,255.206,191.271,136.745,529.499,150.812,706.294,0
997,0,0,310.679,823.597,310.679,823.597,0
998,395.915,269.049,423.256,353.927,355.358,174.504,0
999,306.409,267.966,296.784,423.579,67.3741,404.133,0
1000,166.501,158.926,505.423,693.288,611.952,752.847,0
1001,37.8,33.0032,582.816,603.229,613.181,612.89,0
1002,377.714,311.684,310.113,470.46,67.234,403.741,0
1003,237.505,269.303,328.333,567.135,312.349,818.108,0
1004,121.099,93.4662,248.816,772.689,310.752,818.724,0
1005,284.808,130.224,196.02,403.267,67.8039,405.4,0
1006,246.606,228.492,498.537,501.666,615.622,540.249,0
1007,402.515,278.753,416.784,372.834,355.452,174.445,0
1008,38.4,27.3591,94.4549,403.131,67.7063,404.89,0
1009,240.906,238.275,327.128,593.289,312.67,817.964,0
1010,9,8.16248,346.789,182.004,349.89,174.762,0
1011,78.5994,58.2636,588.566,652.075,613.314,612.4,0
1012,39.4,41.125,570.744,805.673,606.562,811.16,0
1013,0.2,0.0186256,405.641,78.1233,405.432,78.0482,0
1014,31.9001,35.7098,304.52,789.647,311.672,818.375,0
1015,147.1,153.613,507.105,700.221,611.838,753.274,0
1016,62.4996,87.5367,337.756,734.239,312.945,818.139,0
1017,167.601,134.46,520.27,122.615,653.582,129.75,0
1018,207.603,134.391,543.237,565.576,613.498,611.974,0
1019,593.702,386.764,395.147,523.112,615.64,539.639,0
1020,45.8999,30.075,587.974,620.749,613.166,612.846,0
1021,240.105,182.647,371.039,305.181,349.885,174.726,0
1022,192.303,162.558,275.038,673.383,152.145,706.773,0
1023,100.899,106.385,227.212,679.666,152.212,706.804,0
1024,333.311,194.581,244.874,375.521,67.3027,403.757,0
1025,141.599,176.948,534.544,298.001,648.115,198.049,0
1026,111.899,94.8325,581.739,291.621,630.517,333.639,0
1027,307.41,175.282,169.238,303.826,248.036,184.572,0
1028,18.1,16.0988,606.437,553.283,616.755,542.814,0
1029,394.715,144.209,149.504,440.046,67.5997,405.701,0
1030,262.007,161.402,208.164,361.693,67.7184,405.074,0
1031,165.001,135.273,518.919,125.476,653.518,129.819,0
1032,95.4991,101.63,561.458,480.335,615.613,539.68,0
1033,316.31,163.472,508.859,179.344,356.232,173.211,0
1034,68.2995,62.8437,396.338,185.279,355.81,174.3,0
1035,466.119,336.623,370.646,465.316,349.325,174.512,0
1036,207.703,195.516,343.42,638.561,312.289,818.097,0
1037,540.415,300.032,425.228,565.531,613.187,612.817,0
1038,167.001,175.399,302.627,683.118,311.937,818.27,0
1039,63.5996,47.2413,300.709,183.576,253.327,182.927,0
1040,19.8,21.6639,404.106,99.5947,405.856,78.2266,0
1041,380.614,194.478,241.025,373.638,67.739,404.92,0
1042,114.299,96.4726,349.206,227.246,349.745,174.66,0
1043,223.204,214.072,432.309,679.013,313.176,818.163,0
1044,49.7998,31.7321,594.413,626.15,613.465,613.631,0
1045,484.52,186.356,489.822,619.634,613.252,613.111,0
1046,151.3,125.544,252.329,302.071,249.106,185.115,0
1047,46.5999,39.29,604.678,583.624,613.474,611.868,0
1048,20.6,22.6247,411.949,100.201,405.689,78.2405,0
1049,22,24.3752,578.12,833.262,602.475,833.341,0
1050,254.506,213.117,382.037,327.177,349.737,174.715,0
1051,221.904,206.752,327.975,624.206,313.252,818.203,0
1052,181.702,150.377,129.629,498.679,67.6687,405.588,0
1053,207.603,150.721,519.421,386.84,630.336,334.116,0
1054,201.803,151.509,334.4,290.179,349.716,174.679,0
1055,69.8995,55.4129,597.936,135.504,653.594,129.696,0
1056,323.01,212.67,214.288,475.96,67.3383,406.432,0
1057,148.1,118.433,342.107,265.515,349.292,174.49,0
1058,337.311,271.739,289.997,450.398,67.4352,404.087,0
1059,49.5998,39.4743,239.736,223.077,249.175,185.077,0
1060,468.519,277.609,443.369,478.672,615.521,540.06,0
1061,152.6,120.033,237.239,757.49,152.7,706.985,0
1062,11.2,13.372,636.163,186.017,648.509,190.799,0
1063,999.903,361.014,471.657,329.575,471.655,329.11,1
1064,88.6992,64.286,133.157,401.263,67.6637,405.497,0
1065,247.806,226.363,350.222,614.588,313.026,818.103,0
1066,332.311,205.893,305.369,350.636,250.198,185.014,0
1067,149.9,91.0293,527.775,621.342,613.351,612.455,0
1068,418.116,298.002,370.152,431.724,350.091,174.822,0
1069,155.4,177.805,417.56,711.021,313.807,818.357,0
1070,109.299,91.6788,230.533,272.248,248.879,185.042,0
1071,160.701,116.203,417.878,237.922,355.838,174.234,0
1072,307.81,297.867,383.206,567.253,312.252,818.192,0
1073,96.3991,101.076,222.815,680.288,151.941,706.836,0
1074,143.4,155.837,342.131,670.711,313.092,818.114,0
1075,271.407,221.024,386.937,328.939,349.734,174.71,0
1076,2,0.993395,352.61,176.666,352.71,175.644,0
1077,43.0999,31.5983,234.071,211.02,248.764,184.98,0
1078,391.015,238.856,465.415,324.223,355.628,174.312,0
1079,234.705,148.571,201.382,368.587,67.5274,404.397,0
1080,439.318,216.494,215.036,462.211,67.6955,404.809,0
1081,352.912,209.222,471.117,402.963,630.295,334.147,0
1082,34.3,27.9507,235.63,205.847,248.707,184.935,0
1083,999.903,105.542,486.699,156.587,486.235,155.363,1
1084,468.019,302.982,322.645,453.113,67.5041,405.96,0
1085,397.615,292.365,429.214,368.025,355.381,174.476,0
1086,167.301,162.825,263.04,655.899,151.649,706.616,0
1087,144.6,163.235,403.736,708.277,313.839,818.39,0
1088,77.2994,60.8841,203.94,214.445,248.752,184.991,0
1089,146.7,123.884,347.784,275.157,350.135,174.799,0
1090,95.4991,85.7082,569.373,126.202,653.63,130.353,0
1091,169.401,110.587,565.774,322.286,630.3,334.152,0
1092,381.114,266.889,443.321,441.379,615.511,540.167,0
1093,113.499,90.4788,258.627,792.398,310.778,818.807,0
1094,112.099,109.61,165.172,621.834,150.62,706.238,0
1095,164.901,127.77,395.232,242.894,355.373,174.421,0
1096,309.21,188.795,195.797,316.656,248.012,184.556,0
1097,20.8,23.9169,317.112,795.087,312.455,818.079,0
1098,340.212,210.703,199.216,463.324,67.706,405.598,0
1099,47.5998,32.7517,244.413,218.84,249.79,185.086,0
1100,535.516,309.535,427.329,565.898,613.255,613.179,0
1101,95.4991,78.1152,145.127,401.115,67.6724,404.779,0
1102,378.914,272.993,292.945,449.581,67.171,403.628,0
1103,48.5998,64.6999,211.611,725.693,152.016,706.755,0
1104,515.321,342.18,393.101,461.378,615.54,540.157,0
1105,458.519,316.997,381.022,433.02,349.812,174.531,0
1106,272.607,171.771,234.901,343.194,249.547,185.211,0
1107,45.7999,36.0756,256.459,219.801,249.635,185.211,0
1108,214.504,180.104,395.031,284.064,355.544,174.444,0
1109,202.703,137.908,456.589,220.505,356.042,173.882,0
1110,203.803,178.114,481.188,123.509,653.473,129.862,0
1111,195.003,128.284,240.666,738.424,152.799,707.085,0
1112,101.099,118.293,552.586,194.838,647.767,191.743,0
1113,89.6992,71.3937,193.852,214.377,248.932,184.998,0
1114,25.5001,20.8819,592.764,612.354,613.264,613.234,0
1115,165.601,198.747,504.457,295.377,647.906,197.702,0
1116,276.408,252.42,215.747,517.615,149.766,706.296,0
1117,380.214,260.387,443.079,444.614,615.483,540.06,0
1118,108.499,138.661,561.85,281.422,647.892,197.679,0
1119,14.5,13.4651,589.065,834.875,602.392,833.329,0
1120,235.805,155.789,527.74,547.329,613.324,612.449,0
1121,298.309,189.246,226.947,350.276,250.13,185.01,0
1122,76.8994,65.1012,267.988,246.592,250.042,185.021,0
1123,553.812,215.915,490.927,632.044,613.206,612.758,0
1124,38.6,30.2917,232.409,203.9,248.548,184.768,0
1125,316.71,172.329,248.632,631.58,149.895,706.239,0
1126,135.399,133.639,224.619,706.689,152.427,706.914,0
1127,189.402,155.146,371.992,279.273,349.869,174.704,0
1128,261.707,249.649,216.972,519.431,149.869,706.207,0
1129,31.9001,36.0984,315.266,183.503,349.316,174.513,0
1130,47.2999,50.0683,608.308,144.353,653.486,130.05,0
1131,203.103,182.223,270.213,647.398,152.73,706.965,0
1132,191.002,150.18,357.375,270.319,349.886,174.77,0
1133,22.4,21.8814,596.288,794.683,607.266,809.75,0
1134,71.9995,46.6499,218.392,215.129,248.58,184.896,0
1135,153.5,119.216,610.764,730.041,612.383,752.079,0
1136,276.608,240.531,372.071,608.135,312.825,818.027,0
1137,2.2,1.15761,245.409,176.059,246.051,176.811,0
1138,43.1999,37.9931,259.213,221.866,250.316,184.898,0
1139,78.6994,73.9238,420.722,148.345,356.144,173.211,0
1140,88.3992,69.945,573.707,706.771,612.155,752.55,0
1141,446.118,265.742,447.664,400.512,630.309,334.133,0
1142,36.7,40.0885,616.839,261.529,636.044,282.58,0
1143,154.7,124.814,466.566,188.578,355.986,173.715,0
1144,36.7,36.6066,404.509,114.462,405.575,78.1002,0
1145,55.9997,58.8613,568.229,788.93,606.709,811.061,0
1146,200.303,152.037,289.145,298.387,251.272,184.486,0
1147,494.721,287.706,419.46,569.438,613.208,612.793,0
1148,72.4995,58.9093,595.081,132.138,653.565,129.694,0
1149,49.8998,26.4775,269.431,204.193,252.694,183.927,0
1150,9.4,9.00456,648.813,137.222,653.581,130.407,0
1151,68.6995,85.7633,320.048,739.871,312.373,818.136,0
1152,163.601,133.879,174.015,636.32,150.738,706.282,0
1153,61.7996,61.6095,406.521,153.536,356.063,173.452,0
1154,321.21,228.624,479.557,466.208,615.455,539.96,0
1155,165.601,154.796,513.991,145.887,653.556,130.094,0
1156,110.699,94.3435,266.103,277.315,250.006,185.032,0
1157,351.312,197.541,494.107,238.484,355.631,174.426,0
1158,56.2997,55.4115,90.1233,439.446,67.5945,405.71,0
1159,230.805,243.673,329.824,596.318,312.286,818.052,0
1160,255.406,174.513,179.065,559.613,150.25,706.106,0
1161,23.3001,27.7802,320.344,791.507,312.944,818.137,0
1162,269.307,152.268,535.363,562.267,613.302,613.068,0
1163,706.275,469.963,416.916,528.68,613.264,612.802,0
1164,155.5,132.492,234.935,770.082,152.579,707.014,0
1165,78.5994,63.1034,201.786,210.94,248.629,184.924,0
1166,107.799,87.1774,159.876,646.698,149.952,706.185,0
1167,208.204,106.517,162.36,414.611,67.7197,404.905,0
1168,129.399,118.998,116.811,483.347,67.717,405.504,0
1169,282.608,157.325,539.445,552.067,613.294,612.561,0
1170,182.502,171.547,270.365,657.145,151.562,706.634,0
1171,93.5991,114.973,353.36,712.394,313.343,818.213,0
1172,213.604,154.581,334.424,294.281,349.303,174.504,0
1173,699.176,372.292,288.912,493.527,150.314,706.155,0
1174,579.905,364.32,378.506,489.796,615.517,540.098,0
1175,144.7,116.022,610.988,725.662,612.355,751.853,0
1176,111.799,101.258,347.358,237.614,349.769,174.743,0
1177,432.717,213.243,434.787,655.021,613.251,613.068,0
1178,155.9,182.504,481.353,702.876,611.766,753.31,0
1179,97.5991,75.8461,187.135,655.564,149.889,706.153,0
1180,59.8997,54.6303,264.992,236.315,250.276,184.929,0
1181,74.4994,66.6061,277.145,778.523,310.437,818.923,0
1182,535.916,317.692,395.239,461.167,615.563,539.936,0
1183,184.002,135.19,236.355,767.078,151.85,706.689,0
1184,153.6,137.685,503.965,720.136,611.981,752.821,0
1185,150.1,158.623,343.189,669.529,312.687,817.972,0
1186,44.6999,45.0789,306.303,184.747,349.204,174.486,0
1187,375.714,256.995,463.578,242.548,355.843,174.223,0
1188,307.61,183.106,544.885,520.333,613.284,612.48,0
1189,33.8001,38.3977,260.069,222.153,250.491,184.834,0
1190,196.403,157.483,126.415,567.487,149.997,706.193,0
1191,132.699,113.955,141.248,594.86,150.06,706.075,0
1192,94.8991,72.1555,581.702,662.86,613.292,613.195,0
1193,278.508,214.654,379.588,342.785,349.674,174.72,0
1194,5.1,5.00317,606.421,753.593,611.121,755.27,0
1195,290.509,175.946,242.767,344.964,249.48,185.183,0
1196,15.7,16.1009,335.119,180.375,349.305,174.484,0
1197,149.6,165.297,340.651,663.69,313.117,818.099,0
1198,327.111,209.997,481.393,285.993,630.255,334.076,0
1199,222.704,161.406,149.074,546.387,150.535,706.095,0
1200,8.5,8.6098,147.358,698.135,149.579,706.271,0
1201,321.61,196.385,473.283,304.794,630.359,334.065,0
1202,152.5,106.252,273.669,770.304,310.298,818.902,0
1203,314.31,178.341,168.289,308.263,249.152,185.142,0
1204,163.001,115.919,526.381,358.497,630.337,334.244,0
1205,53.1998,42.7865,294.261,186.669,253.576,182.44,0
1206,103.399,70.3853,415.784,196.195,355.682,174.346,0
1207,181.902,193.014,294.975,717.913,311.178,818.62,0
1208,328.311,206.17,505.989,518.794,613.261,612.427,0
1209,73.3995,76.6237,315.034,223.662,349.676,174.684,0
1210,489.021,278.94,455.726,480.709,615.576,539.711,0
1211,414.416,286.777,395.81,403.455,350.233,174.917,0
1212,29.4001,31.953,149.092,675.144,150.332,706.063,0
1213,83.2993,62.6642,301.32,766.791,311.774,818.325,0
1214,23.7001,27.7555,625.038,211.819,648.238,198.136,0
1215,331.211,203.226,199.368,470.886,67.5068,405.95,0
1216,90.5992,100.426,563.046,478.569,615.471,539.844,0
1217,463.719,278.158,456.177,468.547,615.612,540.264,0
1218,85.3993,65.9505,587.595,128.83,653.616,130.36,0
1219,104.599,80.9005,147.958,396.999,67.6594,405.585,0
1220,201.003,147.182,319.096,296.423,250.397,184.904,0
1221,141.299,134.282,266.704,718.171,152.921,707.057,0
1222,507.122,326.556,405.161,489.079,615.741,539.485,0
1223,418.416,222.586,451.973,693.367,613.228,612.988,0
1224,268.207,175.203,243.633,346.004,250.37,184.873,0
1225,474.92,343.026,351.058,476.623,349.471,174.494,0
1226,196.503,238.609,486.798,262.43,647.95,198.005,0
1227,35.1,29.1103,234.224,207.424,248.522,184.763,0
1228,16.4,17.3086,598.11,798.131,606.776,810.784,0
1229,450.218,226.842,430.661,617.466,613.289,613.089,0
1230,17.6,17.6562,371.307,181.894,355.441,174.498,0
1231,38.4,42.8163,569.146,756.602,611.237,754.786,0
1232,0,0,611.008,811.476,611.008,811.476,0
1233,215.804,206.854,311.848,349.236,251.258,184.491,0
1234,359.913,222.891,474.714,421.903,630.368,334.123,0
1235,243.806,142.629,503.091,621.194,613.268,613.153,0
1236,133.599,98.4686,542.306,334.514,630.364,333.719,0
1237,330.411,311.598,391.197,575.665,312.33,818.124,0
1238,109.299,75.998,415.832,204.899,355.749,174.232,0
1239,333.511,171.072,246.808,612.796,150.329,706.192,0
1240,265.607,222.115,394.001,324.248,349.925,174.78,0
1241,234.705,203.498,402.003,298.569,355.581,174.363,0
1242,152.3,151.552,541.872,444.098,615.622,540.285,0
1243,12.3,12.0587,362.053,184.265,355.733,174.325,0
1244,66.2996,72.9071,318.562,754.13,311.83,818.266,0
1245,385.514,232.897,213.643,497.912,67.5782,405.812,0
1246,59.5997,47.8189,299.751,185.571,253.501,182.43,0
1247,246.306,153.736,191.395,311.954,249.195,185.091,0
1248,115.399,131.172,353.014,695.491,312.896,817.995,0
1249,336.711,239.86,387.241,365.092,349.663,174.608,0
1250,308.51,177.798,213.753,654.053,150.672,706.206,0
1251,356.113,249.894,446.615,439.043,615.631,539.647,0
1252,75.6994,52.6606,215.304,217.003,248.933,185.04,0
1253,233.405,181.226,360.026,327.028,349.793,174.713,0
1254,35.4,36.1862,616.181,265.053,636.015,282.619,0
1255,553.912,325.996,392.772,483.008,615.737,539.494,0
1256,262.907,229.007,293.867,379.473,251.632,184.369,0
1257,373.214,234.66,467.534,328.018,356.235,173.375,0
1258,36,44.3479,607.481,214.651,647.791,197.425,0
1259,19.5,15.6681,248.559,200.394,249.916,185.092,0
1260,291.509,297.929,375.7,567.203,312.052,818.182,0
1261,707.174,324.935,320.852,549.881,150.328,706.109,0
1262,424.617,344.281,324.793,479.445,67.3692,404.076,0
1263,183.302,158.875,503.535,126.563,653.656,130.278,0
1264,58.8997,62.7885,325.992,217.895,349.253,174.539,0
1265,22.3,26.2604,300.7,798.973,311.772,818.264,0
1266,119.199,107.202,548.846,121.091,653.639,129.723,0
1267,27.0001,28.5899,384.235,174.594,356.02,173.625,0
1268,378.114,233.381,469.342,327.528,355.373,174.508,0
1269,172.501,180.87,521.634,228.471,648.274,190.851,0
1270,60.6996,50.1752,296.864,199.696,253.32,183.149,0
1271,172.501,134.987,246.301,311.326,249.933,185.044,0
1272,167.601,129.426,281.763,301.038,250.44,184.81,0
1273,341.112,201.902,472.843,393.757,630.277,334.124,0
1274,31.6001,36.7474,575.075,756.125,611.219,754.781,0
1275,175.702,105.068,208.269,267.365,248.285,184.848,0
1276,6.6,6.68366,609.27,542.424,615.724,540.689,0
1277,401.915,224.685,466.807,688.882,613.223,612.664,0
1278,45.5999,29.9048,97.3014,406.493,67.837,405.232,0
1279,208.404,154.319,130.098,507.31,67.6216,405.753,0
1280,403.315,282.692,397.511,396.534,349.813,174.701,0
1281,78.0994,67.2188,136.181,641.405,150.101,706.118,0
1282,274.908,246.975,377.016,606.63,312.769,818.016,0
1283,389.315,188.527,452.819,648.056,613.258,612.676,0
1284,166.401,100.781,231.11,282.898,249.126,185.111,0
1285,3.2,2.2684,645.617,190.73,647.685,191.662,0
1286,478.82,318.527,434.545,548.844,613.374,612.489,0
1287,147,157.695,344.442,668.903,313.629,818.266,0
1288,84.3993,85.0519,578.707,149.089,653.579,130.35,0
1289,113.499,88.3434,402.352,211.698,355.654,174.328,0
1290,268.507,203.117,374.802,332.121,349.49,174.529,0
1291,74.3994,98.885,341.719,723.712,313.061,818.057,0
1292,121.099,110.706,187.83,253.942,248.56,184.806,0
1293,233.505,234.86,400.885,665.986,312.645,818.01,0
1294,322.61,139.325,492.741,621.886,613.161,612.593,0
1295,59.8997,35.6305,251.687,220.121,249.525,185.095,0
1296,253.006,168.226,521.455,546.868,613.262,612.464,0
1297,88.0992,100.189,567.135,196.619,647.721,191.888,0
1298,13.4,16.026,83.7119,403.404,67.8394,405.198,0
1299,159.101,127.316,279.562,301.431,250.322,184.927,0
1300,40.6,36.742,286.863,195.595,253.232,183.27,0
1301,283.008,216.563,487.123,457.914,615.703,539.551,0
1302,367.613,157.627,202.538,425.44,67.7092,405.592,0
1303,212.204,152.993,521.051,387.576,630.329,334.054,0
1304,149.7,102.918,164.367,407.193,67.6948,405.446,0
1305,197.803,122.964,209.249,622.708,150.676,706.154,0
1306,11.3,13.721,598.974,748.449,611.805,753.298,0
1307,226.105,174.281,335.609,313.423,349.685,174.55,0
1308,181.402,141.018,553.217,402.745,630.372,334.145,0
1309,227.405,169.771,335.646,312.633,349.895,174.757,0
1310,289.908,226.975,388.057,339.409,349.691,174.575,0
1311,82.7993,84.5904,546.761,733.268,611.887,753.26,0
1312,145.5,125.38,130.647,478.754,67.6517,405.524,0
1313,362.413,214.86,492.362,415.547,630.295,334.062,0
1314,403.115,226.362,228.119,552.429,150.346,706.185,0
1315,330.811,280.773,295.018,452.898,67.3172,403.846,0
1316,168.601,134.004,311.309,266.312,349.716,174.668,0
1317,113.799,94.7111,565.393,141.473,653.641,130.355,0
1318,379.014,238.257,495.076,485.044,615.559,539.748,0
1319,732.468,373.057,314.804,517.77,150.302,706.117,0
1320,162.401,136.872,162.294,590.942,150.708,706.179,0
1321,38.9,42.02,612.37,176.102,647.882,191.54,0
1322,473.92,268.841,447.578,574.743,613.27,613.074,0
1323,395.515,253.533,412.594,362.504,356.273,173.204,0
1324,309.81,222.586,392.925,334.217,349.721,174.697,0
1325,212.704,232.689,324.146,602.543,312.26,818.091,0
1326,535.316,319.345,397.712,465.36,615.596,539.61,0
1327,418.616,179.372,204.85,436.835,67.7221,405.598,0
1328,429.717,198.149,221.815,430.939,67.4681,406.043,0
1329,44.1999,50.5261,614.485,165.652,648.347,190.868,0
1330,139.999,128.099,598.269,441.539,615.656,539.54,0
1331,3.8,3.20609,251.296,187.941,250.389,184.865,0
1332,92.3992,83.5796,571.043,124.432,653.613,130.337,0
1333,323.711,145.222,230.72,296.597,249.035,184.979,0
1334,138.399,147.491,547.477,443.856,615.533,540.127,0
1335,89.6992,113.554,585.151,272.667,648.019,198.031,0
1336,468.819,299.787,456.768,549.07,613.208,612.755,0
1337,84.5993,85.4107,579.451,190.327,647.594,192.081,0
1338,120.499,92.9549,587.855,355.781,630.363,334.493,0
1339,119.799,137.535,313.149,288.939,251.009,184.638,0
1340,277.908,207.345,376.193,340.959,349.928,174.805,0
1341,235.305,168.831,199.708,593.345,150.103,706.084,0
1342,366.513,260.627,366.783,398.794,349.773,174.667,0
1343,175.301,184.3,408.11,691.791,313.446,818.237,0
1344,44.2999,30.539,591.742,624.652,613.411,613.467,0
1345,266.607,172.038,511.352,400.35,630.372,334.109,0
