step,time,alive
0,0,49308
1,1,49258
2,2,49155
3,3,49051
4,4,48939
5,5,48825
6,6,48711
7,7,48606
8,8,48510
9,9,48411
10,10,48325
11,11,48233
12,12,48144
13,13,48056
14,14,47969
15,15,47893
16,16,47812
17,17,47742
18,18,47660
19,19,47593
20,20,47527
21,21,47464
22,22,47401
23,23,47334
24,24,47269
25,25,47204
26,26,47145
27,27,47077
28,28,47016
29,29,46954
30,30,46892
31,31,46821
32,32,46762
33,33,46702
34,34,46638
35,35,46566
36,36,46498
37,37,46436
38,38,46371
39,39,46304
40,40,46233
41,41,46161
42,42,46092
43,43,46030
44,44,45954
45,45,45888
46,46,45823
47,47,45753
48,48,45679
49,49,45612
50,50,45540
51,51,45467
52,52,45400
53,53,45324
54,54,45255
55,55,45182
56,56,45113
57,57,45042
58,58,44978
59,59,44899
60,60,44824
61,61,44760
62,62,44682
63,63,44610
64,64,44542
65,65,44466
66,66,44392
67,67,44324
68,68,44247
69,69,44169
70,70,44105
71,71,44029
72,72,43960
73,73,43878
74,74,43815
75,75,43728
76,76,43659
77,77,43592
78,78,43517
79,79,43443
80,80,43371
81,81,43302
82,82,43230
83,83,43154
84,84,43085
85,85,43009
86,86,42937
87,87,42857
88,88,42789
89,89,42717
90,90,42644
91,91,42572
92,92,42499
93,93,42424
94,94,42351
95,95,42281
96,96,42210
97,97,42134
98,98,42067
99,99,42000
100,100,41925
101,101,41854
102,102,41775
103,103,41709
104,104,41639
105,105,41569
106,106,41503
107,107,41429
108,108,41363
109,109,41293
110,110,41228
111,111,41153
112,112,41086
113,113,41014
114,114,40936
115,115,40878
116,116,40808
117,117,40737
118,118,40672
119,119,40599
120,120,40529
121,121,40461
122,122,40393
123,123,40325
124,124,40255
125,125,40185
126,126,40120
127,127,40047
128,128,39979
129,129,39917
130,130,39845
131,131,39776
132,132,39712
133,133,39643
134,134,39580
135,135,39512
136,136,39448
137,137,39381
138,138,39317
139,139,39253
140,140,39187
141,141,39119
142,142,39055
143,143,38984
144,144,38923
145,145,38869
146,146,38799
147,147,38738
148,148,38680
149,149,38608
150,150,38546
151,151,38487
152,152,38421
153,153,38365
154,154,38304
155,155,38242
156,156,38181
157,157,38114
158,158,38056
159,159,37990
160,160,37931
161,161,37876
162,162,37812
163,163,37751
164,164,37689
165,165,37633
166,166,37571
167,167,37513
168,168,37448
169,169,37395
170,170,37330
171,171,37273
172,172,37213
173,173,37154
174,174,37098
175,175,37033
176,176,36978
177,177,36923
178,178,36866
179,179,36808
180,180,36747
181,181,36688
182,182,36630
183,183,36575
184,184,36522
185,185,36463
186,186,36410
187,187,36351
188,188,36299
189,189,36239
190,190,36189
191,191,36123
192,192,36071
193,193,36010
194,194,35961
195,195,35898
196,196,35846
197,197,35789
198,198,35737
199,199,35684
200,200,35623
201,201,35571
202,202,35512
203,203,35460
204,204,35404
205,205,35351
206,206,35292
207,207,35240
208,208,35183
209,209,35128
210,210,35071
211,211,35024
212,212,34959
213,213,34901
214,214,34848
215,215,34796
216,216,34738
217,217,34679
218,218,34615
219,219,34565
220,220,34506
221,221,34450
222,222,34393
223,223,34333
224,224,34280
225,225,34230
226,226,34168
227,227,34113
228,228,34055
229,229,33995
230,230,33946
231,231,33884
232,232,33829
233,233,33774
234,234,33714
235,235,33663
236,236,33603
237,237,33553
238,238,33490
239,239,33441
240,240,33377
241,241,33321
242,242,33266
243,243,33206
244,244,33152
245,245,33095
246,246,33036
247,247,32982
248,248,32930
249,249,32867
250,250,32815
251,251,32753
252,252,32703
253,253,32649
254,254,32586
255,255,32537
256,256,32479
257,257,32420
258,258,32366
259,259,32316
260,260,32266
261,261,32216
262,262,32161
263,263,32106
264,264,32055
265,265,32003
266,266,31953
267,267,31896
268,268,31844
269,269,31794
270,270,31743
271,271,31688
272,272,31638
273,273,31586
274,274,31534
275,275,31486
276,276,31435
277,277,31388
278,278,31333
279,279,31283
280,280,31234
281,281,31181
282,282,31135
283,283,31085
284,284,31033
285,285,30990
286,286,30941
287,287,30883
288,288,30833
289,289,30788
290,290,30739
291,291,30689
292,292,30635
293,293,30591
294,294,30542
295,295,30493
296,296,30448
297,297,30397
298,298,30349
299,299,30302
300,300,30254
301,301,30205
302,302,30154
303,303,30109
304,304,30053
305,305,30008
306,306,29959
307,307,29917
308,308,29859
309,309,29813
310,310,29764
311,311,29716
312,312,29668
313,313,29623
314,314,29574
315,315,29532
316,316,29478
317,317,29428
318,318,29377
319,319,29334
320,320,29285
321,321,29236
322,322,29186
323,323,29140
324,324,29090
325,325,29048
326,326,28997
327,327,28948
328,328,28902
329,329,28856
330,330,28801
331,331,28762
332,332,28708
333,333,28665
334,334,28615
335,335,28565
336,336,28522
337,337,28467
338,338,28416
339,339,28376
340,340,28321
341,341,28277
342,342,28228
343,343,28184
344,344,28135
345,345,28090
346,346,28040
347,347,27994
348,348,27946
349,349,27893
350,350,27852
351,351,27808
352,352,27759
353,353,27714
354,354,27668
355,355,27621
356,356,27579
357,357,27530
358,358,27481
359,359,27437
360,360,27387
361,361,27343
362,362,27297
363,363,27248
364,364,27201
365,365,27153
366,366,27105
367,367,27062
368,368,27016
369,369,26966
370,370,26921
371,371,26876
372,372,26834
373,373,26781
374,374,26737
375,375,26689
376,376,26647
377,377,26595
378,378,26558
379,379,26508
380,380,26466
381,381,26425
382,382,26379
383,383,26335
384,384,26289
385,385,26249
386,386,26204
387,387,26162
388,388,26117
389,389,26075
390,390,26038
391,391,25995
392,392,25950
393,393,25909
394,394,25863
395,395,25827
396,396,25783
397,397,25743
398,398,25702
399,399,25661
400,400,25622
401,401,25573
402,402,25533
403,403,25495
404,404,25452
405,405,25412
406,406,25367
407,407,25328
408,408,25286
409,409,25244
410,410,25200
411,411,25165
412,412,25119
413,413,25087
414,414,25047
415,415,25007
416,416,24968
417,417,24928
418,418,24885
419,419,24844
420,420,24806
421,421,24770
422,422,24731
423,423,24691
424,424,24651
425,425,24612
426,426,24580
427,427,24534
428,428,24502
429,429,24458
430,430,24422
431,431,24381
432,432,24346
433,433,24303
434,434,24268
435,435,24230
436,436,24193
437,437,24152
438,438,24113
439,439,24073
440,440,24034
441,441,23997
442,442,23957
443,443,23918
444,444,23882
445,445,23842
446,446,23806
447,447,23768
448,448,23732
449,449,23691
450,450,23656
451,451,23613
452,452,23578
453,453,23536
454,454,23495
455,455,23458
456,456,23416
457,457,23378
458,458,23346
459,459,23301
460,460,23270
461,461,23225
462,462,23193
463,463,23144
464,464,23106
465,465,23071
466,466,23033
467,467,22991
468,468,22959
469,469,22919
470,470,22878
471,471,22841
472,472,22807
473,473,22767
474,474,22726
475,475,22687
476,476,22646
477,477,22610
478,478,22576
479,479,22536
480,480,22501
481,481,22460
482,482,22418
483,483,22382
484,484,22346
485,485,22309
486,486,22268
487,487,22229
488,488,22191
489,489,22151
490,490,22116
491,491,22077
492,492,22043
493,493,22002
494,494,21966
495,495,21926
496,496,21888
497,497,21847
498,498,21811
499,499,21774
500,500,21739
501,501,21698
502,502,21661
503,503,21622
504,504,21583
505,505,21548
506,506,21508
507,507,21470
508,508,21437
509,509,21395
510,510,21359
511,511,21320
512,512,21283
513,513,21246
514,514,21208
515,515,21171
516,516,21128
517,517,21094
518,518,21060
519,519,21022
520,520,20980
521,521,20943
522,522,20909
523,523,20872
524,524,20833
525,525,20800
526,526,20761
527,527,20722
528,528,20686
529,529,20649
530,530,20610
531,531,20574
532,532,20537
533,533,20504
534,534,20461
535,535,20426
536,536,20391
537,537,20353
538,538,20317
539,539,20280
540,540,20246
541,541,20211
542,542,20169
543,543,20136
544,544,20100
545,545,20064
546,546,20025
547,547,19994
548,548,19955
549,549,19916
550,550,19881
551,551,19840
552,552,19806
553,553,19771
554,554,19736
555,555,19698
556,556,19662
557,557,19626
558,558,19589
559,559,19557
560,560,19522
561,561,19486
562,562,19453
563,563,19412
564,564,19382
565,565,19341
566,566,19305
567,567,19274
568,568,19233
569,569,19202
570,570,19167
571,571,19130
572,572,19096
573,573,19062
574,574,19028
575,575,18993
576,576,18959
577,577,18928
578,578,18894
579,579,18859
580,580,18825
581,581,18790
582,582,18760
583,583,18724
584,584,18688
585,585,18656
586,586,18622
587,587,18594
588,588,18560
589,589,18524
590,590,18492
591,591,18459
592,592,18428
593,593,18399
594,594,18362
595,595,18328
596,596,18307
597,597,18272
598,598,18241
599,599,18210
600,600,18175
601,601,18143
602,602,18115
603,603,18081
604,604,18048
605,605,18017
606,606,17985
607,607,17953
608,608,17922
609,609,17890
610,610,17859
611,611,17825
612,612,17792
613,613,17762
614,614,17730
615,615,17697
616,616,17667
617,617,17631
