step,time,alive
0,0,49336
1,1,49273
2,2,49176
3,3,49060
4,4,48936
5,5,48835
6,6,48708
7,7,48604
8,8,48509
9,9,48414
10,10,48317
11,11,48229
12,12,48147
13,13,48060
14,14,47977
15,15,47893
16,16,47817
17,17,47754
18,18,47677
19,19,47614
20,20,47542
21,21,47475
22,22,47400
23,23,47350
24,24,47273
25,25,47217
26,26,47151
27,27,47086
28,28,47018
29,29,46959
30,30,46891
31,31,46828
32,32,46765
33,33,46696
34,34,46631
35,35,46558
36,36,46496
37,37,46430
38,38,46356
39,39,46286
40,40,46216
41,41,46149
42,42,46071
43,43,46012
44,44,45938
45,45,45868
46,46,45800
47,47,45721
48,48,45646
49,49,45575
50,50,45509
51,51,45429
52,52,45358
53,53,45279
54,54,45200
55,55,45129
56,56,45060
57,57,44980
58,58,44911
59,59,44837
60,60,44760
61,61,44682
62,62,44614
63,63,44526
64,64,44451
65,65,44385
66,66,44312
67,67,44234
68,68,44167
69,69,44090
70,70,44012
71,71,43942
72,72,43860
73,73,43785
74,74,43710
75,75,43635
76,76,43564
77,77,43483
78,78,43410
79,79,43333
80,80,43253
81,81,43184
82,82,43101
83,83,43032
84,84,42949
85,85,42873
86,86,42804
87,87,42723
88,88,42653
89,89,42569
90,90,42494
91,91,42418
92,92,42349
93,93,42272
94,94,42191
95,95,42123
96,96,42039
97,97,41965
98,98,41889
99,99,41824
100,100,41747
101,101,41674
102,102,41596
103,103,41516
104,104,41448
105,105,41376
106,106,41303
107,107,41235
108,108,41156
109,109,41086
110,110,41009
111,111,40937
112,112,40865
113,113,40790
114,114,40721
115,115,40647
116,116,40572
117,117,40499
118,118,40427
119,119,40360
120,120,40289
121,121,40214
122,122,40148
123,123,40076
124,124,40009
125,125,39938
126,126,39858
127,127,39800
128,128,39730
129,129,39659
130,130,39595
131,131,39529
132,132,39458
133,133,39389
134,134,39322
135,135,39251
136,136,39182
137,137,39125
138,138,39051
139,139,38988
140,140,38919
141,141,38853
142,142,38783
143,143,38723
144,144,38657
145,145,38594
146,146,38529
147,147,38469
148,148,38399
149,149,38342
150,150,38280
151,151,38217
152,152,38153
153,153,38095
154,154,38030
155,155,37968
156,156,37900
157,157,37846
158,158,37776
159,159,37712
160,160,37656
161,161,37591
162,162,37528
163,163,37463
164,164,37408
165,165,37340
166,166,37279
167,167,37214
168,168,37158
169,169,37089
170,170,37025
171,171,36968
172,172,36906
173,173,36839
174,174,36782
175,175,36723
176,176,36660
177,177,36600
178,178,36535
179,179,36483
180,180,36419
181,181,36355
182,182,36297
183,183,36238
184,184,36171
185,185,36115
186,186,36058
187,187,35993
188,188,35937
189,189,35873
190,190,35810
191,191,35755
192,192,35692
193,193,35629
194,194,35572
195,195,35513
196,196,35455
197,197,35387
198,198,35328
199,199,35264
200,200,35211
201,201,35147
202,202,35086
203,203,35024
204,204,34964
205,205,34903
206,206,34849
207,207,34783
208,208,34724
209,209,34669
210,210,34615
211,211,34547
212,212,34480
213,213,34429
214,214,34366
215,215,34309
216,216,34245
217,217,34188
218,218,34132
219,219,34076
220,220,34009
221,221,33953
222,222,33888
223,223,33834
224,224,33773
225,225,33715
226,226,33651
227,227,33595
228,228,33534
229,229,33469
230,230,33414
231,231,33356
232,232,33295
233,233,33230
234,234,33173
235,235,33111
236,236,33055
237,237,32999
238,238,32934
239,239,32873
240,240,32814
241,241,32762
242,242,32695
243,243,32641
244,244,32575
245,245,32518
246,246,32458
247,247,32403
248,248,32342
249,249,32288
250,250,32219
251,251,32163
252,252,32103
253,253,32041
254,254,31982
255,255,31926
256,256,31868
257,257,31805
258,258,31748
259,259,31688
260,260,31629
261,261,31563
262,262,31514
263,263,31447
264,264,31395
265,265,31338
266,266,31282
267,267,31227
268,268,31166
269,269,31111
270,270,31063
271,271,30998
272,272,30951
273,273,30891
274,274,30836
275,275,30778
276,276,30721
277,277,30668
278,278,30614
279,279,30558
280,280,30501
281,281,30453
282,282,30389
283,283,30334
284,284,30287
285,285,30224
286,286,30175
287,287,30117
288,288,30063
289,289,30009
290,290,29955
291,291,29902
292,292,29850
293,293,29798
294,294,29745
295,295,29690
296,296,29643
297,297,29581
298,298,29532
299,299,29475
300,300,29428
301,301,29373
302,302,29323
303,303,29270
304,304,29216
305,305,29167
306,306,29110
307,307,29062
308,308,29009
309,309,28954
310,310,28906
311,311,28852
312,312,28799
313,313,28751
314,314,28695
315,315,28641
316,316,28593
317,317,28536
318,318,28487
319,319,28435
320,320,28384
321,321,28328
322,322,28280
323,323,28227
324,324,28172
325,325,28121
326,326,28068
327,327,28018
328,328,27958
329,329,27916
330,330,27854
331,331,27801
332,332,27757
333,333,27703
334,334,27650
335,335,27595
336,336,27547
337,337,27490
338,338,27444
339,339,27391
340,340,27339
341,341,27285
342,342,27233
343,343,27183
344,344,27131
345,345,27082
346,346,27032
347,347,26972
348,348,26921
349,349,26868
350,350,26812
351,351,26774
352,352,26720
353,353,26667
354,354,26614
355,355,26564
356,356,26507
357,357,26458
358,358,26404
359,359,26354
360,360,26304
361,361,26258
362,362,26201
363,363,26155
364,364,26104
365,365,26044
366,366,25998
367,367,25943
368,368,25894
369,369,25844
370,370,25795
371,371,25748
372,372,25698
373,373,25649
374,374,25595
375,375,25554
376,376,25509
377,377,25453
378,378,25411
379,379,25358
380,380,25317
381,381,25264
382,382,25216
383,383,25169
384,384,25116
385,385,25072
386,386,25024
387,387,24972
388,388,24928
389,389,24881
390,390,24834
391,391,24785
392,392,24733
393,393,24693
394,394,24642
395,395,24597
396,396,24549
397,397,24501
398,398,24456
399,399,24407
400,400,24365
401,401,24314
402,402,24264
403,403,24221
404,404,24171
405,405,24127
406,406,24078
407,407,24031
408,408,23986
409,409,23939
410,410,23901
411,411,23849
412,412,23807
413,413,23766
414,414,23717
415,415,23675
416,416,23635
417,417,23590
418,418,23544
419,419,23496
420,420,23455
421,421,23411
422,422,23363
423,423,23324
424,424,23278
425,425,23232
426,426,23189
427,427,23144
428,428,23097
429,429,23060
430,430,23019
431,431,22963
432,432,22932
433,433,22884
434,434,22843
435,435,22800
436,436,22752
437,437,22712
438,438,22667
439,439,22621
440,440,22580
441,441,22534
442,442,22492
443,443,22447
444,444,22405
445,445,22360
446,446,22310
447,447,22269
448,448,22230
449,449,22183
450,450,22139
451,451,22097
452,452,22052
453,453,22008
454,454,21966
455,455,21923
456,456,21879
457,457,21838
458,458,21789
459,459,21751
460,460,21707
461,461,21663
462,462,21621
463,463,21577
464,464,21536
465,465,21487
466,466,21447
467,467,21401
468,468,21362
469,469,21314
470,470,21271
471,471,21236
472,472,21189
473,473,21144
474,474,21098
475,475,21061
476,476,21012
477,477,20974
478,478,20933
479,479,20892
480,480,20844
481,481,20805
482,482,20760
483,483,20718
484,484,20675
485,485,20632
486,486,20594
487,487,20551
488,488,20507
489,489,20465
490,490,20419
491,491,20381
492,492,20332
493,493,20291
494,494,20251
495,495,20206
496,496,20167
497,497,20123
498,498,20085
499,499,20037
500,500,19994
501,501,19954
502,502,19914
503,503,19868
504,504,19823
505,505,19790
506,506,19742
507,507,19700
508,508,19660
509,509,19614
510,510,19571
511,511,19527
512,512,19487
513,513,19445
514,514,19398
515,515,19359
516,516,19320
517,517,19274
518,518,19231
519,519,19188
520,520,19146
521,521,19112
522,522,19059
523,523,19019
524,524,18974
525,525,18939
526,526,18893
527,527,18847
528,528,18806
529,529,18765
530,530,18724
531,531,18683
532,532,18636
533,533,18602
534,534,18559
535,535,18518
536,536,18475
537,537,18431
538,538,18392
539,539,18352
540,540,18307
541,541,18267
542,542,18222
543,543,18184
544,544,18144
545,545,18096
546,546,18060
547,547,18019
548,548,17980
549,549,17941
550,550,17900
551,551,17857
552,552,17820
553,553,17774
554,554,17742
555,555,17696
556,556,17664
557,557,17618
558,558,17576
559,559,17537
560,560,17498
561,561,17462
562,562,17425
563,563,17381
564,564,17348
565,565,17304
566,566,17266
567,567,17225
568,568,17192
569,569,17150
570,570,17110
571,571,17071
572,572,17031
573,573,16997
574,574,16954
575,575,16920
576,576,16880
577,577,16845
578,578,16810
579,579,16768
580,580,16734
581,581,16688
582,582,16655
583,583,16613
584,584,16575
585,585,16535
586,586,16500
587,587,16462
588,588,16424
589,589,16383
590,590,16343
591,591,16311
592,592,16274
593,593,16237
594,594,16194
595,595,16156
596,596,16121
597,597,16081
598,598,16040
599,599,16007
600,600,15970
601,601,15934
602,602,15896
603,603,15859
604,604,15826
605,605,15787
606,606,15749
607,607,15711
608,608,15679
609,609,15640
610,610,15606
