ID,time,distance,start_x,start_y,end_x,end_y,state,free_flow_time_lower_bound,delay_above_free_flow,time_to_free_flow_ratio
1,242.706,127.368,180.14,375.819,66.572,402.247,0,79.605,163.101,3.04887
2,330.111,86.858,305.949,747.076,311.936,818.294,0,54.2862,275.825,6.08093
3,804.751,288.622,302.54,453.289,67.7329,405.552,0,180.389,624.362,4.4612
4,229.605,149.462,314.785,697.866,313.175,818.168,0,93.4136,136.191,2.45794
5,741.366,206.563,282.523,365.893,249.793,185.148,0,129.102,612.264,5.74248
6,1404,252.902,361.908,426.724,328.588,218.72,1,158.064,1245.94,8.88251
7,330.711,107.747,422.435,232.046,355.248,174.524,0,67.3416,263.369,4.91094
8,802.651,236.481,295.835,357.88,249.856,185.114,0,147.8,654.851,5.43064
9,714.073,235.897,276.647,545.603,144.686,615.568,0,147.436,566.637,4.84329
10,397.415,130.077,197.544,403.147,67.802,405.205,0,81.2979,316.117,4.88838
11,820.147,202.657,504.798,519.651,613.401,613.339,0,126.661,693.486,6.47515
12,150.6,67.4509,132.996,397.613,67.3057,403.819,0,42.1568,108.443,3.57238
13,149.4,90.6497,526.682,767.378,611.072,755.031,0,56.6561,92.7438,2.63696
14,778.857,297.192,305.568,504.866,139.851,611.163,0,185.745,593.112,4.19315
15,631.693,241.678,483.202,348.495,630.288,333.856,0,151.049,480.644,4.18205
16,509.922,261.588,401.276,632.313,313.033,818.056,0,163.492,346.429,3.11893
17,876.033,164.254,496.028,180.851,356.093,173.524,0,102.659,773.374,8.53343
18,1404,228.08,360.163,437.596,333.245,242.492,1,142.55,1261.45,9.8492
19,367.713,163.673,367.81,674.958,314.584,818.657,0,102.296,265.418,3.59461
20,1346.52,295.741,431.899,434.835,615.568,540.354,0,184.838,1161.68,7.28484
21,81.2993,44.7189,571.359,618.036,613.578,611.711,0,27.9493,53.35,2.90881
22,3.6,2.56866,69.5168,402.649,67.079,403.459,0,1.60541,1.99459,2.24242
23,319.21,114.562,176.31,408.282,67.7878,405.269,0,71.601,247.609,4.45818
24,1102.18,338.995,328.354,474.654,144.447,616.965,0,211.872,890.306,5.2021
25,360.013,116.507,251.376,615.816,144.428,616.999,0,72.817,287.196,4.94408
26,674.682,219.799,216.941,479.791,139.94,611.142,0,137.375,537.308,4.91126
27,892.929,193.454,514.227,453.448,615.545,539.91,0,120.909,772.02,7.38515
28,100.599,64.3225,200.853,695.378,153.243,701.237,0,40.2016,60.3974,2.50236
29,795.253,193.733,379.112,303.039,349.699,174.69,0,121.083,674.17,6.56782
30,1365.01,266.993,351.988,363.035,349.904,174.785,0,166.87,1198.14,8.18008
31,29.4001,12.8229,366.128,181.607,355.76,174.329,0,8.01429,21.3858,3.66846
32,648.989,208.637,241.911,430.811,67.7863,405.102,0,130.398,518.591,4.97699
33,446.618,174.093,232.333,521.229,141.604,611.842,0,108.808,337.81,4.10464
34,556.911,163.233,192.527,334.499,66.6231,402.13,0,102.021,454.89,5.45879
35,1404,246.179,139.079,540.154,124.256,537.826,1,153.862,1250.14,9.12511
36,112.499,68.8037,328.292,752.507,312.625,818.005,0,43.0023,69.4965,2.61611
37,1404,248.527,352.738,432.083,333.211,243.09,1,155.329,1248.67,9.03889
38,838.942,312.182,314.53,441.611,67.7492,404.8,0,195.114,643.829,4.29976
39,377.514,150.23,520.631,143.88,653.93,131.114,0,93.8937,283.62,4.02065
40,396.315,123.403,150.685,494.494,140.243,611.172,0,77.1268,319.188,5.13849
41,599.901,188.609,228.385,543.782,144.79,616.004,0,117.881,482.02,5.08905
42,1038.39,249.731,447.521,391.795,630.28,334.149,0,156.082,882.311,6.65287
43,692.678,184.668,293.733,337.526,252.231,184.091,0,115.418,577.26,6.00148
44,686.279,261.059,281.208,521.437,139.859,611.095,0,163.162,523.118,4.20613
45,117.499,53.9674,609.34,149.988,654.487,132.551,0,33.7296,83.7692,3.48355
46,649.688,150.226,449.286,139.368,356.12,173.463,0,93.8915,555.797,6.91957
47,363.013,137.941,226.952,595.748,144.738,615.608,0,86.2129,276.8,4.21066
48,31.7001,28.6036,321.113,790.667,314.484,818.718,0,17.8772,13.8229,1.77321
49,832.044,193.744,191.176,332.369,249.556,185.181,0,121.09,710.954,6.8713
50,515.921,157.481,270.918,612.749,144.737,616.33,0,98.4254,417.496,5.24175
51,391.015,159.974,509.086,392.009,630.611,335,0,99.9839,291.031,3.91077
52,304.109,122.338,498.842,589.847,613.732,611.493,0,76.4613,227.648,3.9773
53,518.221,175.049,455.428,597.847,613.383,613.28,0,109.405,408.815,4.7367
54,11,6.1254,643.07,186.997,647.914,191.382,0,3.82838,7.17163,2.87328
55,177.902,50.168,298.551,198.545,253.405,182.877,0,31.355,146.547,5.67379
56,128.199,76.3188,580.284,124.526,653.973,128.701,0,47.6993,80.4994,2.68764
57,562.91,173.03,539.07,225.281,648.123,190.997,0,108.144,454.766,5.20519
58,289.108,100.494,553.668,667.454,613.629,613.948,0,62.8088,226.3,4.60299
59,189.802,78.4999,536.938,611.325,613.212,612.852,0,49.0624,140.74,3.86859
60,463.919,175.081,198.266,479.257,141.13,611.468,0,109.426,354.493,4.23958
61,151,78.8469,569.162,359.783,630.42,334.523,0,49.2793,101.721,3.06417
62,930.62,171.13,197.142,325.453,249.168,185.145,0,106.956,823.663,8.70093
63,303.209,153.694,273.548,674.196,149.352,693.355,0,96.0586,207.151,3.1565
64,1404,154.745,394.276,484.187,490.56,458.781,1,96.7157,1307.29,14.5168
65,444.918,143.421,524.921,693.564,612.266,752.326,0,89.6378,355.28,4.96351
66,258.507,165.866,309.302,679.239,314.105,818.517,0,103.666,154.841,2.49365
67,790.054,231.605,455.561,690.707,613.879,614.704,0,144.753,645.301,5.45795
68,4,3.13574,643.639,195.307,646.605,194.324,0,1.95984,2.04016,2.04098
69,28.2001,16.7233,314.144,802.857,312.164,818.213,0,10.4521,17.748,2.69803
70,92.6992,47.2281,81.6002,438.94,67.243,406.779,0,29.5175,63.1816,3.14048
71,375.614,115.008,533.549,714.463,611.7,753.741,0,71.8801,303.734,5.22556
72,731.169,276.145,256.048,471.143,67.6353,405.937,0,172.591,558.578,4.23642
73,1289.33,333.968,431.549,419.434,630.252,334.052,0,208.73,1080.6,6.17704
74,800.951,145.017,218.812,312.213,249.754,185.09,0,90.6356,710.316,8.83706
75,1404,226.51,391.514,425.177,345.488,273.689,1,141.569,1262.44,9.91746
76,91.2992,50.4119,604.335,295.686,636.289,283.35,0,31.5074,59.7917,2.8977
77,458.819,122.143,191.715,260.942,247.718,184.548,0,76.3392,382.48,6.01026
78,75.4994,29.539,600.145,592.764,614.357,610.652,0,18.4619,57.0376,4.08948
79,636.892,155.789,424.176,273.007,355.333,174.527,0,97.3679,539.524,6.54108
80,522.32,130.604,540.845,191.282,647.56,191.862,0,81.6278,440.692,6.39879
81,187.502,85.4867,118.247,450.202,67.8075,405.32,0,53.4292,134.073,3.50936
82,700.776,274.634,334.134,392.891,252.308,184.1,0,171.646,529.13,4.08268
83,872.534,268.933,285.554,396.458,250.747,184.71,0,168.083,704.451,5.19108
84,543.214,122.025,214.796,253.545,248.262,184.712,0,76.2654,466.949,7.12269
85,312.01,148.665,557.108,267.991,648.418,198.091,0,92.9158,219.094,3.35799
86,140.999,78.402,225.575,725.831,153.336,701.416,0,49.0012,91.9982,2.87747
87,22.7001,12.2563,316.392,805.709,313.48,818.27,0,7.66017,15.0399,2.96339
88,315.21,122.598,542.491,679.573,613.888,614.673,0,76.6236,238.586,4.11374
89,123.099,26.7906,272.033,201.831,253.025,183.732,0,16.7441,106.355,7.35176
90,980.208,199.163,453.322,276.96,355.209,174.493,0,124.477,855.731,7.8746
91,389.615,106.263,598.806,459.839,615.545,539.897,0,66.4144,323.2,5.86642
92,131.399,58.6541,594.926,132.782,653.572,130.292,0,36.6588,94.74,3.58437
93,58.3997,38.7132,613.613,214.757,647.753,197.594,0,24.1957,34.2039,2.41363
94,1404,129.476,399.285,470.76,487.987,453.936,1,80.9222,1323.08,17.35
95,1023.5,309.218,376.582,546.749,144.721,615.58,0,193.261,830.236,5.29592
96,934.519,219.275,436.827,649.997,613.387,613.492,0,137.047,797.472,6.81896
97,7.2,4.69431,352.767,180.362,352.581,175.566,0,2.93394,4.26605,2.45404
98,560.71,110.697,291.156,737.198,311.76,818.321,0,69.1855,491.525,8.10445
99,351.912,117.46,162.866,419.604,67.8462,405.311,0,73.4127,278.5,4.79362
100,400.715,149.883,315.353,280.876,253.681,182.073,0,93.6766,307.039,4.27764
101,359.113,75.2171,192.824,653.561,149.644,693.231,0,47.0107,312.102,7.63896
102,632.593,214.315,299.454,573.58,144.571,616.705,0,133.947,498.645,4.7227
103,691.078,226.998,239.167,429.495,67.7078,405.626,0,141.874,549.204,4.87107
104,76.3994,48.6737,322.301,771.237,313.081,818.117,0,30.4211,45.9783,2.5114
105,49.8998,22.507,244.449,206.604,248.137,184.743,0,14.0669,35.8329,3.54733
106,5.8,5.29412,318.319,814.989,316.375,819.865,0,3.30882,2.49117,1.75289
107,870.335,238.697,436.124,647.86,613.827,614.267,0,149.186,721.149,5.8339
108,88.1992,40.5481,590.211,337.27,630.489,333.543,0,25.3426,62.8567,3.48028
109,371.313,161.817,230.804,570.616,144.672,616.421,0,101.136,270.178,3.67144
110,1371.71,438.459,447.02,529.883,613.279,612.758,0,274.037,1097.68,5.00558
111,917.423,236.3,457.436,371.313,630.267,334.05,0,147.687,769.736,6.21193
112,171.601,51.7811,296.98,205.323,253.3,182.967,0,32.3632,139.238,5.30236
113,585.204,194.643,250.631,400.989,67.3874,404.035,0,121.652,463.552,4.81047
114,529.918,180.384,225.481,399.72,67.63,404.536,0,112.74,417.178,4.70036
115,693.878,166.888,495.68,635.698,613.402,613.441,0,104.305,589.573,6.65239
116,619.796,179.698,294.918,699.105,311.75,818.351,0,112.311,507.484,5.51855
117,1238.14,315.197,398.683,618.199,613.342,612.388,0,196.998,1041.15,6.28506
118,164.501,59.0781,325.565,214.915,349.749,174.729,0,36.9238,127.577,4.45514
119,297.309,81.1521,196.327,649.9,149.642,693.24,0,50.7201,246.589,5.86176
120,570.608,126.69,254.937,755.589,310.566,818.799,0,79.1814,491.426,7.20633
121,435.317,164.473,505.099,384.647,630.264,334.018,0,102.795,332.522,4.23479
122,150.7,79.2933,324.875,743.244,312.356,818.105,0,49.5583,101.142,3.04086
123,893.129,248.877,312.944,553.532,144.648,615.33,0,155.548,737.581,5.74182
124,1202.15,347.359,426.586,550.062,613.25,612.404,0,217.1,985.054,5.53734
125,123.899,37.4553,313.683,183.952,349.597,174.642,0,23.4095,100.489,5.29266
126,29.0001,14.5604,404.079,92.4184,405.418,77.9912,0,9.10025,19.8998,3.18674
127,737.567,365.475,389.274,531.833,312.217,818.2,0,228.422,509.145,3.22897
128,29.6001,17.667,636.815,135.305,653.698,130.68,0,11.0419,18.5582,2.68071
129,1404,92.6924,466.935,474.976,484.692,461.946,1,57.9327,1346.07,24.2351
130,709.274,299.181,335.259,414.856,253.445,182.788,0,186.988,522.286,3.79315
131,106.599,52.8834,601.225,134.981,653.579,130.324,0,33.0521,73.5468,3.22518
