step,time,alive
0,0,49371
1,1,49293
2,2,49191
3,3,49067
4,4,48940
5,5,48826
6,6,48729
7,7,48634
8,8,48525
9,9,48430
10,10,48341
11,11,48244
12,12,48166
13,13,48093
14,14,48015
15,15,47939
16,16,47864
17,17,47790
18,18,47710
19,19,47645
20,20,47577
21,21,47516
22,22,47446
23,23,47385
24,24,47320
25,25,47256
26,26,47199
27,27,47140
28,28,47069
29,29,47003
30,30,46936
31,31,46866
32,32,46808
33,33,46740
34,34,46668
35,35,46601
36,36,46534
37,37,46464
38,38,46394
39,39,46336
40,40,46254
41,41,46188
42,42,46117
43,43,46052
44,44,45975
45,45,45906
46,46,45836
47,47,45762
48,48,45689
49,49,45617
50,50,45540
51,51,45469
52,52,45395
53,53,45312
54,54,45244
55,55,45161
56,56,45097
57,57,45009
58,58,44935
59,59,44862
60,60,44794
61,61,44720
62,62,44638
63,63,44566
64,64,44494
65,65,44418
66,66,44336
67,67,44263
68,68,44185
69,69,44113
70,70,44033
71,71,43955
72,72,43884
73,73,43802
74,74,43731
75,75,43650
76,76,43574
77,77,43490
78,78,43417
79,79,43338
80,80,43260
81,81,43177
82,82,43105
83,83,43024
84,84,42950
85,85,42878
86,86,42798
87,87,42723
88,88,42650
89,89,42564
90,90,42486
91,91,42409
92,92,42330
93,93,42254
94,94,42188
95,95,42111
96,96,42035
97,97,41962
98,98,41881
99,99,41813
100,100,41736
101,101,41655
102,102,41583
103,103,41502
104,104,41435
105,105,41360
106,106,41287
107,107,41211
108,108,41135
109,109,41061
110,110,40991
111,111,40915
112,112,40841
113,113,40770
114,114,40694
115,115,40619
116,116,40550
117,117,40484
118,118,40405
119,119,40337
120,120,40264
121,121,40183
122,122,40122
123,123,40045
124,124,39979
125,125,39912
126,126,39827
127,127,39763
128,128,39697
129,129,39623
130,130,39555
131,131,39484
132,132,39418
133,133,39349
134,134,39281
135,135,39216
136,136,39144
137,137,39073
138,138,39009
139,139,38944
140,140,38879
141,141,38812
142,142,38749
143,143,38677
144,144,38613
145,145,38548
146,146,38477
147,147,38410
148,148,38350
149,149,38285
150,150,38225
151,151,38152
152,152,38098
153,153,38033
154,154,37975
155,155,37903
156,156,37848
157,157,37779
158,158,37723
159,159,37662
160,160,37601
161,161,37540
162,162,37475
163,163,37417
164,164,37360
165,165,37290
166,166,37227
167,167,37170
168,168,37103
169,169,37043
170,170,36982
171,171,36926
172,172,36860
173,173,36797
174,174,36737
175,175,36675
176,176,36606
177,177,36545
178,178,36491
179,179,36422
180,180,36364
181,181,36298
182,182,36239
183,183,36174
184,184,36117
185,185,36050
186,186,35991
187,187,35933
188,188,35876
189,189,35809
190,190,35746
191,191,35684
192,192,35627
193,193,35564
194,194,35503
195,195,35435
196,196,35377
197,197,35321
198,198,35255
199,199,35194
200,200,35134
201,201,35076
202,202,35013
203,203,34948
204,204,34890
205,205,34825
206,206,34765
207,207,34709
208,208,34645
209,209,34584
210,210,34522
211,211,34466
212,212,34400
213,213,34350
214,214,34282
215,215,34221
216,216,34159
217,217,34103
218,218,34040
219,219,33981
220,220,33924
221,221,33865
222,222,33808
223,223,33740
224,224,33684
225,225,33623
226,226,33560
227,227,33502
228,228,33440
229,229,33384
230,230,33321
231,231,33265
232,232,33206
233,233,33146
234,234,33092
235,235,33034
236,236,32976
237,237,32916
238,238,32862
239,239,32796
240,240,32741
241,241,32683
242,242,32626
243,243,32561
244,244,32505
245,245,32450
246,246,32391
247,247,32335
248,248,32275
249,249,32206
250,250,32157
251,251,32091
252,252,32038
253,253,31983
254,254,31918
255,255,31861
256,256,31804
257,257,31746
258,258,31686
259,259,31625
260,260,31572
261,261,31510
262,262,31452
263,263,31389
264,264,31331
265,265,31283
266,266,31225
267,267,31164
268,268,31109
269,269,31054
270,270,31004
271,271,30941
272,272,30896
273,273,30831
274,274,30777
275,275,30729
276,276,30669
277,277,30619
278,278,30563
279,279,30512
280,280,30456
281,281,30400
282,282,30349
283,283,30296
284,284,30238
285,285,30189
286,286,30136
287,287,30082
288,288,30027
289,289,29975
290,290,29922
291,291,29869
292,292,29811
293,293,29759
294,294,29710
295,295,29652
296,296,29602
297,297,29549
298,298,29495
299,299,29446
300,300,29392
301,301,29337
302,302,29288
303,303,29230
304,304,29178
305,305,29125
306,306,29073
307,307,29027
308,308,28970
309,309,28918
310,310,28865
311,311,28807
312,312,28765
313,313,28706
314,314,28653
315,315,28602
316,316,28548
317,317,28503
318,318,28446
319,319,28397
320,320,28349
321,321,28287
322,322,28243
323,323,28192
324,324,28132
325,325,28082
326,326,28030
327,327,27977
328,328,27930
329,329,27879
330,330,27825
331,331,27772
332,332,27720
333,333,27666
334,334,27618
335,335,27561
336,336,27511
337,337,27460
338,338,27404
339,339,27359
340,340,27302
341,341,27247
342,342,27204
343,343,27150
344,344,27100
345,345,27048
346,346,26997
347,347,26948
348,348,26896
349,349,26844
350,350,26791
351,351,26744
352,352,26689
353,353,26640
354,354,26590
355,355,26534
356,356,26487
357,357,26432
358,358,26381
359,359,26329
360,360,26279
361,361,26231
362,362,26172
363,363,26125
364,364,26072
365,365,26022
366,366,25970
367,367,25919
368,368,25870
369,369,25816
370,370,25765
371,371,25716
372,372,25666
373,373,25612
374,374,25561
375,375,25511
376,376,25462
377,377,25406
378,378,25358
379,379,25306
380,380,25255
381,381,25207
382,382,25158
383,383,25105
384,384,25059
385,385,25008
386,386,24963
387,387,24907
388,388,24863
389,389,24806
390,390,24759
391,391,24712
392,392,24664
393,393,24617
394,394,24570
395,395,24526
396,396,24476
397,397,24433
398,398,24385
399,399,24340
400,400,24291
401,401,24241
402,402,24195
403,403,24145
404,404,24101
405,405,24051
406,406,24004
407,407,23960
408,408,23908
409,409,23868
410,410,23813
411,411,23774
412,412,23720
413,413,23678
414,414,23631
415,415,23584
416,416,23538
417,417,23501
418,418,23449
419,419,23401
420,420,23361
421,421,23314
422,422,23269
423,423,23221
424,424,23181
425,425,23140
426,426,23093
427,427,23047
428,428,23012
429,429,22965
430,430,22918
431,431,22880
432,432,22829
433,433,22792
434,434,22743
435,435,22700
436,436,22655
437,437,22610
438,438,22568
439,439,22529
440,440,22482
441,441,22445
442,442,22401
443,443,22351
444,444,22309
445,445,22265
446,446,22224
447,447,22180
448,448,22138
449,449,22089
450,450,22050
451,451,22006
452,452,21964
453,453,21919
454,454,21879
455,455,21835
456,456,21795
457,457,21749
458,458,21709
459,459,21663
460,460,21628
461,461,21581
462,462,21541
463,463,21489
464,464,21447
465,465,21405
466,466,21369
467,467,21323
468,468,21278
469,469,21238
470,470,21196
471,471,21150
472,472,21110
473,473,21069
474,474,21021
475,475,20980
476,476,20937
477,477,20895
478,478,20848
479,479,20809
480,480,20765
481,481,20723
482,482,20674
483,483,20637
484,484,20594
485,485,20553
486,486,20505
487,487,20465
488,488,20426
489,489,20381
490,490,20343
491,491,20300
492,492,20256
493,493,20216
494,494,20179
495,495,20137
496,496,20092
497,497,20052
498,498,20012
499,499,19971
500,500,19929
501,501,19891
502,502,19846
503,503,19804
504,504,19764
505,505,19723
506,506,19678
507,507,19641
508,508,19598
509,509,19561
510,510,19514
511,511,19472
512,512,19432
513,513,19390
514,514,19344
515,515,19307
516,516,19266
517,517,19227
518,518,19176
519,519,19137
520,520,19099
521,521,19056
522,522,19015
523,523,18977
524,524,18929
525,525,18894
526,526,18845
527,527,18806
528,528,18767
529,529,18727
530,530,18684
531,531,18644
532,532,18600
533,533,18567
534,534,18523
535,535,18477
536,536,18441
537,537,18401
538,538,18361
539,539,18319
540,540,18278
541,541,18241
542,542,18195
543,543,18157
544,544,18114
545,545,18078
546,546,18036
547,547,17997
548,548,17958
549,549,17923
550,550,17886
551,551,17843
552,552,17811
553,553,17763
554,554,17732
555,555,17692
556,556,17658
557,557,17615
558,558,17580
559,559,17542
560,560,17505
561,561,17460
562,562,17426
563,563,17387
564,564,17350
565,565,17313
566,566,17278
567,567,17242
568,568,17207
569,569,17167
570,570,17136
571,571,17098
572,572,17065
573,573,17027
574,574,16988
575,575,16948
576,576,16915
577,577,16879
578,578,16846
579,579,16804
580,580,16767
581,581,16736
582,582,16695
583,583,16660
584,584,16627
585,585,16584
586,586,16550
587,587,16515
588,588,16479
589,589,16449
590,590,16407
591,591,16373
592,592,16338
593,593,16294
594,594,16262
595,595,16228
596,596,16190
597,597,16152
598,598,16115
599,599,16076
600,600,16043
601,601,16006
602,602,15970
603,603,15932
604,604,15897
605,605,15861
606,606,15825
607,607,15791
608,608,15751
609,609,15714
610,610,15682
611,611,15645
612,612,15604
613,613,15574
614,614,15537
615,615,15502
616,616,15465
617,617,15428
618,618,15388
619,619,15352
620,620,15319
621,621,15282
622,622,15244
623,623,15204
624,624,15174
625,625,15134
626,626,15097
627,627,15061
628,628,15033
629,629,14990
630,630,14957
631,631,14921
632,632,14889
633,633,14850
634,634,14820
635,635,14781
636,636,14746
637,637,14709
638,638,14672
639,639,14640
640,640,14603
641,641,14568
642,642,14533
643,643,14499
644,644,14463
645,645,14426
646,646,14392
647,647,14354
648,648,14318
649,649,14285
650,650,14251
651,651,14209
652,652,14177
653,653,14143
654,654,14107
655,655,14071
656,656,14038
657,657,13998
658,658,13966
659,659,13933
660,660,13898
661,661,13861
662,662,13828
663,663,13788
