ID,time,distance,start_x,start_y,end_x,end_y,state,free_flow_time_lower_bound,delay_above_free_flow,time_to_free_flow_ratio
1,1163.16,251.644,376.196,336.936,349.851,174.672,0,157.277,1005.89,7.39562
2,739.367,227.013,279.256,375.07,249.944,185.019,0,141.883,597.484,5.2111
3,278.008,98.2802,223.515,274.779,249.804,185.131,0,61.4252,216.583,4.52596
4,609.798,232.913,368.161,623.058,312.257,818.161,0,145.57,464.228,4.18902
5,173.701,64.9013,555.175,774.83,611.583,756.442,0,40.5633,133.138,4.28223
6,1460.79,224.966,482.006,391.34,630.256,334.118,0,140.603,1320.19,10.3894
7,589.903,143.606,599.183,439.506,615.634,539.705,0,89.7539,500.149,6.57245
8,1297.83,360.32,492.03,500.584,615.52,540.191,0,225.2,1072.63,5.76302
9,203.203,103.667,222.541,753.082,152.554,701.807,0,64.792,138.411,3.13624
10,266.207,104.85,419.666,226.083,355.275,174.541,0,65.531,200.676,4.06231
11,1714.73,338.613,360.922,446.86,349.686,174.629,0,211.633,1503.1,8.10236
12,379.814,128.026,173.416,502.649,141.148,611.57,0,80.0165,299.797,4.74669
13,114.399,77.8017,582.119,222.635,647.482,196.814,0,48.626,65.7728,2.35263
14,620.795,205.196,265.199,356.52,251.117,184.643,0,128.248,492.548,4.8406
15,249.206,97.9574,273.668,277.54,251.617,184.388,0,61.2234,187.983,4.07044
16,1008.3,213.144,612.4,389.806,615.63,539.562,0,133.215,875.086,7.56899
17,852.039,259.93,308.336,365.997,251.132,184.647,0,162.456,689.583,5.24473
18,1933.47,259.381,420.465,390.427,594.952,336.971,1,162.113,1771.36,11.9267
19,549.213,161.57,193.373,341.33,67.0172,403.144,0,100.981,448.232,5.43878
20,321.51,135.829,533.119,146.425,654.129,131.435,0,84.8932,236.617,3.78723
21,64.5996,51.0335,116.217,395.77,67.0972,403.419,0,31.8959,32.7037,2.02532
22,237.105,79.9901,384.042,189.219,355.126,174.642,0,49.9938,187.111,4.74269
23,469.819,175.748,226,553.698,144.618,616.436,0,109.842,359.977,4.27722
24,1425.4,268.713,351.211,377.577,349.556,174.639,0,167.945,1257.45,8.48728
