step,time,alive
315,315,29592
316,316,29546
317,317,29502
318,318,29455
319,319,29410
320,320,29361
321,321,29316
322,322,29268
323,323,29219
324,324,29181
325,325,29129
326,326,29088
327,327,29037
328,328,28992
329,329,28945
330,330,28899
331,331,28851
332,332,28807
333,333,28760
334,334,28712
335,335,28667
336,336,28619
337,337,28576
338,338,28522
339,339,28480
340,340,28431
341,341,28389
342,342,28341
343,343,28290
344,344,28249
345,345,28206
346,346,28154
347,347,28114
348,348,28070
349,349,28023
350,350,27978
351,351,27931
352,352,27887
353,353,27836
354,354,27790
355,355,27747
356,356,27702
357,357,27652
358,358,27605
359,359,27563
360,360,27515
361,361,27470
362,362,27424
363,363,27376
364,364,27335
365,365,27292
366,366,27249
367,367,27206
368,368,27156
369,369,27111
370,370,27063
371,371,27020
372,372,26971
373,373,26931
374,374,26888
375,375,26844
376,376,26800
377,377,26760
378,378,26717
379,379,26671
380,380,26621
381,381,26576
382,382,26534
383,383,26484
384,384,26446
385,385,26389
386,386,26351
387,387,26303
388,388,26259
389,389,26216
390,390,26169
391,391,26131
392,392,26082
393,393,26037
394,394,25996
395,395,25955
396,396,25911
397,397,25862
398,398,25821
399,399,25775
400,400,25734
401,401,25685
402,402,25649
403,403,25607
404,404,25559
405,405,25517
406,406,25478
407,407,25431
408,408,25387
409,409,25348
410,410,25306
411,411,25265
412,412,25223
413,413,25185
414,414,25142
415,415,25104
416,416,25067
417,417,25024
418,418,24982
419,419,24942
420,420,24903
421,421,24868
422,422,24825
423,423,24778
424,424,24740
425,425,24698
426,426,24663
427,427,24627
428,428,24585
429,429,24545
430,430,24509
431,431,24463
432,432,24431
433,433,24387
434,434,24347
435,435,24313
436,436,24276
437,437,24233
438,438,24194
439,439,24156
440,440,24115
441,441,24077
442,442,24035
443,443,23994
444,444,23953
445,445,23914
446,446,23874
447,447,23838
448,448,23799
449,449,23759
450,450,23723
451,451,23683
452,452,23643
453,453,23606
454,454,23568
455,455,23533
456,456,23489
457,457,23450
458,458,23409
459,459,23372
460,460,23334
461,461,23298
462,462,23258
463,463,23217
464,464,23180
465,465,23142
466,466,23104
467,467,23064
468,468,23024
469,469,22992
470,470,22952
471,471,22916
472,472,22880
473,473,22842
474,474,22804
475,475,22766
476,476,22723
477,477,22688
478,478,22648
479,479,22610
480,480,22571
481,481,22533
482,482,22491
483,483,22458
484,484,22419
485,485,22380
486,486,22340
487,487,22306
488,488,22269
489,489,22232
490,490,22192
491,491,22150
492,492,22117
493,493,22079
494,494,22041
495,495,22003
496,496,21963
497,497,21927
498,498,21886
499,499,21851
500,500,21814
501,501,21772
502,502,21734
503,503,21700
504,504,21664
505,505,21628
506,506,21595
507,507,21558
508,508,21518
509,509,21477
510,510,21447
511,511,21411
512,512,21372
513,513,21337
514,514,21302
515,515,21262
516,516,21229
517,517,21185
518,518,21146
519,519,21111
520,520,21074
521,521,21039
522,522,21002
523,523,20964
524,524,20930
525,525,20887
526,526,20854
527,527,20816
528,528,20778
529,529,20746
530,530,20712
531,531,20672
532,532,20634
533,533,20604
534,534,20564
535,535,20529
536,536,20493
537,537,20461
538,538,20424
539,539,20391
540,540,20359
541,541,20327
542,542,20291
543,543,20256
544,544,20219
545,545,20189
546,546,20155
547,547,20120
548,548,20087
549,549,20053
550,550,20016
551,551,19982
552,552,19950
553,553,19918
554,554,19884
555,555,19849
556,556,19814
557,557,19781
558,558,19746
559,559,19715
560,560,19674
561,561,19646
562,562,19612
563,563,19583
564,564,19540
565,565,19511
566,566,19479
567,567,19446
568,568,19409
569,569,19374
570,570,19343
571,571,19311
572,572,19270
573,573,19244
574,574,19208
575,575,19179
576,576,19145
577,577,19116
578,578,19079
579,579,19048
580,580,19017
581,581,18979
582,582,18955
583,583,18920
584,584,18889
585,585,18859
586,586,18830
587,587,18793
588,588,18766
589,589,18728
590,590,18697
591,591,18668
592,592,18631
593,593,18603
594,594,18571
595,595,18539
596,596,18506
597,597,18474
598,598,18442
599,599,18410
600,600,18380
601,601,18344
602,602,18315
603,603,18281
604,604,18252
605,605,18221
606,606,18189
607,607,18158
608,608,18125
609,609,18095
610,610,18065
611,611,18034
612,612,18002
613,613,17970
614,614,17942
615,615,17907
616,616,17872
617,617,17842
618,618,17812
619,619,17785
620,620,17748
621,621,17721
622,622,17691
623,623,17658
624,624,17627
625,625,17595
626,626,17567
627,627,17533
628,628,17498
629,629,17473
630,630,17440
631,631,17409
632,632,17378
633,633,17346
634,634,17315
635,635,17286
636,636,17247
637,637,17222
638,638,17185
639,639,17153
640,640,17123
641,641,17094
642,642,17059
643,643,17028
644,644,16999
645,645,16966
646,646,16933
647,647,16907
648,648,16875
649,649,16841
650,650,16812
651,651,16776
652,652,16747
653,653,16715
654,654,16686
655,655,16653
656,656,16624
657,657,16595
658,658,16566
659,659,16534
660,660,16505
661,661,16469
662,662,16442
663,663,16407
664,664,16381
665,665,16344
666,666,16311
667,667,16284
668,668,16254
669,669,16221
670,670,16192
671,671,16161
672,672,16123
673,673,16094
674,674,16063
675,675,16032
676,676,16001
677,677,15972
678,678,15940
679,679,15907
680,680,15881
681,681,15851
682,682,15819
683,683,15791
684,684,15759
685,685,15727
686,686,15699
687,687,15665
688,688,15641
689,689,15606
690,690,15578
691,691,15545
692,692,15514
693,693,15483
694,694,15455
695,695,15420
696,696,15391
697,697,15364
698,698,15333
699,699,15299
700,700,15274
701,701,15243
702,702,15214
703,703,15185
704,704,15157
705,705,15130
706,706,15099
707,707,15073
708,708,15044
709,709,15012
710,710,14986
711,711,14956
712,712,14923
713,713,14898
714,714,14868
715,715,14842
716,716,14814
717,717,14787
718,718,14757
719,719,14728
720,720,14701
721,721,14669
722,722,14644
723,723,14618
724,724,14590
725,725,14563
726,726,14537
727,727,14506
728,728,14481
729,729,14453
730,730,14424
731,731,14399
732,732,14370
733,733,14348
734,734,14321
735,735,14293
736,736,14269
737,737,14242
738,738,14214
739,739,14185
740,740,14157
741,741,14138
742,742,14111
743,743,14082
744,744,14054
745,745,14027
746,746,14001
747,747,13977
748,748,13950
749,749,13921
750,750,13899
751,751,13874
752,752,13850
753,753,13820
754,754,13794
755,755,13771
756,756,13746
757,757,13719
758,758,13693
759,759,13666
760,760,13639
761,761,13618
762,762,13591
763,763,13564
764,764,13541
765,765,13514
766,766,13493
767,767,13463
768,768,13438
769,769,13414
770,770,13389
771,771,13366
772,772,13344
773,773,13318
774,774,13299
775,775,13274
776,776,13249
777,777,13229
778,778,13203
779,779,13183
780,780,13158
781,781,13136
782,782,13115
783,783,13092
784,784,13070
785,785,13048
786,786,13027
787,787,13007
788,788,12985
789,789,12964
790,790,12945
791,791,12921
792,792,12902
793,793,12881
794,794,12867
795,795,12848
796,796,12827
797,797,12804
798,798,12788
799,799,12767
800,800,12748
801,801,12726
802,802,12705
803,803,12688
804,804,12668
805,805,12651
806,806,12631
807,807,12611
808,808,12594
809,809,12577
810,810,12555
811,811,12537
812,812,12516
813,813,12501
814,814,12481
815,815,12461
816,816,12443
817,817,12420
818,818,12403
819,819,12386
820,820,12367
821,821,12348
822,822,12328
823,823,12311
824,824,12291
825,825,12270
826,826,12252
827,827,12236
828,828,12219
829,829,12196
830,830,12179
831,831,12161
832,832,12143
833,833,12123
834,834,12104
835,835,12086
836,836,12068
837,837,12051
838,838,12030
839,839,12012
840,840,11991
841,841,11971
842,842,11955
843,843,11938
844,844,11918
845,845,11902
846,846,11881
847,847,11861
848,848,11844
849,849,11829
850,850,11808
851,851,11793
852,852,11771
853,853,11754
854,854,11733
855,855,11715
856,856,11701
857,857,11681
858,858,11661
859,859,11642
860,860,11625
861,861,11607
862,862,11587
863,863,11571
864,864,11549
865,865,11531
866,866,11515
867,867,11492
868,868,11476
869,869,11459
870,870,11442
871,871,11425
872,872,11411
873,873,11394
874,874,11378
875,875,11361
876,876,11347
877,877,11331
878,878,11314
879,879,11300
880,880,11283
881,881,11267
882,882,11249
883,883,11233
884,884,11218
885,885,11202
886,886,11184
887,887,11169
888,888,11152
889,889,11133
890,890,11119
891,891,11101
892,892,11090
893,893,11070
894,894,11056
895,895,11042
896,896,11025
897,897,11008
898,898,10992
899,899,10978
900,900,10961
901,901,10948
902,902,10931
903,903,10917
904,904,10898
905,905,10880
906,906,10864
907,907,10851
908,908,10835
909,909,10817
910,910,10800
911,911,10785
912,912,10770
913,913,10753
914,914,10739
915,915,10726
916,916,10708
917,917,10690
918,918,10677
919,919,10658
920,920,10647
921,921,10630
922,922,10618
923,923,10602
924,924,10586
925,925,10571
926,926,10558
927,927,10540
928,928,10525
929,929,10507
930,930,10498
931,931,10478
932,932,10466
933,933,10449
934,934,10433
935,935,10417
936,936,10402
937,937,10386
938,938,10372
939,939,10356
940,940,10343
941,941,10332
942,942,10311
943,943,10301
944,944,10284
945,945,10272
946,946,10256
947,947,10241
948,948,10227
949,949,10209
950,950,10196
951,951,10182
952,952,10168
953,953,10153
954,954,10139
955,955,10125
956,956,10109
957,957,10096
958,958,10081
959,959,10066
960,960,10053
961,961,10039
962,962,10023
963,963,10007
964,964,9995
965,965,9980
966,966,9968
967,967,9952
968,968,9939
969,969,9925
970,970,9910
971,971,9894
972,972,9880
973,973,9868
974,974,9852
975,975,9838
976,976,9824
977,977,9810
978,978,9796
979,979,9782
980,980,9768
981,981,9752
982,982,9738
983,983,9725
984,984,9711
985,985,9698
986,986,9681
987,987,9670
988,988,9656
989,989,9642
990,990,9627
991,991,9609
992,992,9598
993,993,9584
994,994,9569
995,995,9553
996,996,9541
997,997,9526
998,998,9512
999,999,9496
1000,1000,9481
1001,1001,9466
1002,1002,9451
1003,1003,9438
1004,1004,9423
1005,1005,9411
1006,1006,9394
1007,1007,9381
1008,1008,9367
1009,1009,9352
1010,1010,9336
1011,1011,9322
1012,1012,9308
1013,1013,9292
1014,1014,9281
1015,1015,9267
1016,1016,9256
1017,1017,9245
1018,1018,9229
1019,1019,9218
1020,1020,9206
1021,1021,9192
1022,1022,9184
1023,1023,9171
1024,1024,9157
1025,1025,9145
1026,1026,9132
1027,1027,9122
1028,1028,9109
1029,1029,9098
1030,1030,9084
1031,1031,9073
1032,1032,9059
1033,1033,9047
1034,1034,9037
1035,1035,9023
1036,1036,9012
1037,1037,8996
1038,1038,8986
1039,1039,8975
1040,1040,8965
1041,1041,8955
1042,1042,8945
1043,1043,8934
1044,1044,8923
1045,1045,8913
1046,1046,8901
1047,1047,8890
1048,1048,8880
1049,1049,8870
1050,1050,8856
1051,1051,8844
1052,1052,8834
1053,1053,8824
1054,1054,8813
1055,1055,8801
1056,1056,8789
1057,1057,8780
1058,1058,8770
1059,1059,8759
1060,1060,8747
1061,1061,8739
1062,1062,8725
1063,1063,8714
1064,1064,8703
1065,1065,8691
1066,1066,8681
1067,1067,8671
1068,1068,8661
1069,1069,8649
1070,1070,8639
1071,1071,8628
1072,1072,8619
1073,1073,8608
1074,1074,8597
1075,1075,8586
1076,1076,8574
1077,1077,8566
1078,1078,8555
1079,1079,8543
1080,1080,8533
1081,1081,8522
1082,1082,8513
1083,1083,8500
1084,1084,8490
1085,1085,8482
1086,1086,8471
1087,1087,8462
1088,1088,8450
1089,1089,8440
1090,1090,8430
1091,1091,8421
1092,1092,8411
1093,1093,8402
1094,1094,8391
1095,1095,8380
1096,1096,8370
1097,1097,8361
1098,1098,8349
1099,1099,8340
1100,1100,8331
1101,1101,8321
1102,1102,8310
1103,1103,8301
1104,1104,8290
1105,1105,8282
1106,1106,8271
1107,1107,8263
1108,1108,8251
1109,1109,8243
1110,1110,8234
1111,1111,8224
1112,1112,8215
1113,1113,8204
1114,1114,8194
1115,1115,8185
1116,1116,8175
1117,1117,8166
1118,1118,8156
1119,1119,8144
1120,1120,8134
1121,1121,8126
1122,1122,8118
1123,1123,8107
1124,1124,8100
1125,1125,8088
1126,1126,8079
1127,1127,8068
1128,1128,8059
1129,1129,8052
1130,1130,8043
1131,1131,8032
1132,1132,8021
1133,1133,8012
1134,1134,8004
1135,1135,7994
1136,1136,7985
1137,1137,7976
1138,1138,7965
1139,1139,7955
1140,1140,7945
1141,1141,7934
1142,1142,7926
1143,1143,7916
1144,1144,7906
1145,1145,7894
1146,1146,7886
1147,1147,7875
1148,1148,7864
1149,1149,7855
1150,1150,7846
1151,1151,7837
1152,1152,7827
1153,1153,7819
1154,1154,7807
1155,1155,7801
1156,1156,7791
1157,1157,7781
1158,1158,7772
1159,1159,7760
1160,1160,7752
1161,1161,7741
1162,1162,7734
1163,1163,7723
1164,1164,7713
1165,1165,7705
1166,1166,7697
1167,1167,7688
1168,1168,7677
1169,1169,7669
1170,1170,7659
1171,1171,7652
1172,1172,7640
1173,1173,7631
1174,1174,7619
1175,1175,7609
1176,1176,7599
1177,1177,7591
1178,1178,7580
1179,1179,7571
1180,1180,7565
1181,1181,7553
1182,1182,7541
1183,1183,7533
1184,1184,7522
1185,1185,7513
1186,1186,7506
1187,1187,7498
1188,1188,7487
1189,1189,7477
1190,1190,7467
1191,1191,7457
1192,1192,7449
1193,1193,7440
1194,1194,7428
1195,1195,7421
1196,1196,7410
1197,1197,7401
1198,1198,7394
1199,1199,7383
1200,1200,7373
1201,1201,7366
1202,1202,7358
1203,1203,7347
1204,1204,7340
1205,1205,7329
1206,1206,7319
1207,1207,7310
1208,1208,7302
1209,1209,7292
1210,1210,7281
1211,1211,7271
1212,1212,7265
1213,1213,7257
1214,1214,7249
1215,1215,7239
1216,1216,7232
1217,1217,7223
1218,1218,7215
1219,1219,7207
1220,1220,7200
1221,1221,7190
1222,1222,7185
1223,1223,7176
1224,1224,7167
1225,1225,7160
1226,1226,7153
1227,1227,7145
1228,1228,7137
1229,1229,7130
1230,1230,7121
1231,1231,7116
1232,1232,7107
1233,1233,7099
1234,1234,7092
1235,1235,7083
1236,1236,7078
1237,1237,7068
1238,1238,7061
1239,1239,7052
1240,1240,7046
1241,1241,7038
1242,1242,7030
1243,1243,7021
1244,1244,7015
1245,1245,7008
1246,1246,7002
1247,1247,6994
1248,1248,6985
1249,1249,6976
1250,1250,6968
1251,1251,6961
1252,1252,6953
1253,1253,6945
1254,1254,6938
1255,1255,6930
1256,1256,6922
1257,1257,6913
1258,1258,6905
1259,1259,6896
1260,1260,6889
1261,1261,6882
1262,1262,6874
1263,1263,6866
1264,1264,6860
1265,1265,6852
1266,1266,6842
1267,1267,6835
1268,1268,6826
1269,1269,6818
1270,1270,6811
1271,1271,6803
1272,1272,6797
1273,1273,6789
1274,1274,6780
1275,1275,6773
1276,1276,6767
1277,1277,6757
1278,1278,6752
1279,1279,6742
1280,1280,6735
1281,1281,6727
1282,1282,6721
1283,1283,6713
1284,1284,6704
1285,1285,6696
1286,1286,6688
1287,1287,6681
1288,1288,6673
1289,1289,6667
1290,1290,6658
1291,1291,6650
1292,1292,6643
1293,1293,6634
1294,1294,6627
1295,1295,6621
1296,1296,6612
1297,1297,6605
1298,1298,6595
1299,1299,6589
1300,1300,6582
1301,1301,6573
1302,1302,6564
1303,1303,6557
1304,1304,6550
1305,1305,6542
1306,1306,6532
1307,1307,6526
1308,1308,6519
1309,1309,6509
1310,1310,6503
1311,1311,6495
1312,1312,6486
1313,1313,6477
1314,1314,6469
1315,1315,6462
1316,1316,6453
1317,1317,6445
1318,1318,6439
1319,1319,6431
1320,1320,6422
1321,1321,6415
1322,1322,6408
1323,1323,6401
1324,1324,6391
1325,1325,6384
1326,1326,6376
1327,1327,6368
1328,1328,6360
1329,1329,6355
1330,1330,6345
1331,1331,6340
1332,1332,6331
1333,1333,6324
1334,1334,6315
1335,1335,6309
1336,1336,6301
1337,1337,6296
1338,1338,6287
1339,1339,6278
1340,1340,6271
1341,1341,6263
1342,1342,6256
1343,1343,6250
1344,1344,6241
1345,1345,6234
1346,1346,6227
1347,1347,6217
1348,1348,6210
1349,1349,6202
1350,1350,6194
1351,1351,6185
1352,1352,6178
1353,1353,6170
1354,1354,6162
1355,1355,6156
1356,1356,6147
1357,1357,6140
1358,1358,6131
1359,1359,6124
1360,1360,6117
1361,1361,6107
1362,1362,6100
1363,1363,6093
1364,1364,6085
1365,1365,6077
1366,1366,6069
1367,1367,6061
1368,1368,6055
1369,1369,6047
1370,1370,6041
1371,1371,6034
1372,1372,6025
1373,1373,6017
1374,1374,6011
1375,1375,6003
1376,1376,5996
1377,1377,5988
1378,1378,5980
1379,1379,5973
1380,1380,5966
1381,1381,5956
1382,1382,5948
1383,1383,5941
1384,1384,5934
1385,1385,5926
1386,1386,5917
1387,1387,5910
1388,1388,5901
1389,1389,5895
1390,1390,5886
1391,1391,5879
1392,1392,5869
1393,1393,5861
1394,1394,5857
1395,1395,5849
1396,1396,5842
1397,1397,5833
1398,1398,5826
1399,1399,5818
1400,1400,5809
1401,1401,5802
1402,1402,5794
1403,1403,5786
1404,1404,5778
1405,1405,5772
1406,1406,5764
1407,1407,5755
1408,1408,5748
1409,1409,5742
1410,1410,5734
1411,1411,5727
1412,1412,5718
1413,1413,5712
1414,1414,5702
1415,1415,5696
1416,1416,5689
1417,1417,5682
1418,1418,5674
1419,1419,5667
1420,1420,5659
1421,1421,5650
1422,1422,5645
1423,1423,5636
1424,1424,5630
1425,1425,5621
1426,1426,5612
1427,1427,5606
1428,1428,5598
1429,1429,5590
1430,1430,5582
1431,1431,5574
1432,1432,5567
1433,1433,5559
1434,1434,5551
1435,1435,5544
1436,1436,5535
1437,1437,5527
1438,1438,5520
1439,1439,5512
1440,1440,5505
1441,1441,5496
1442,1442,5488
1443,1443,5482
1444,1444,5472
1445,1445,5467
1446,1446,5458
1447,1447,5449
1448,1448,5443
1449,1449,5437
1450,1450,5429
1451,1451,5420
1452,1452,5411
1453,1453,5404
1454,1454,5396
1455,1455,5389
1456,1456,5381
1457,1457,5374
1458,1458,5365
1459,1459,5357
1460,1460,5351
1461,1461,5340
1462,1462,5335
1463,1463,5326
1464,1464,5320
1465,1465,5310
1466,1466,5304
1467,1467,5297
1468,1468,5287
1469,1469,5283
1470,1470,5273
1471,1471,5267
1472,1472,5259
1473,1473,5251
1474,1474,5243
1475,1475,5235
1476,1476,5228
1477,1477,5221
1478,1478,5212
1479,1479,5205
1480,1480,5196
1481,1481,5190
1482,1482,5183
1483,1483,5174
1484,1484,5168
1485,1485,5159
1486,1486,5153
1487,1487,5143
1488,1488,5137
1489,1489,5129
1490,1490,5122
1491,1491,5115
1492,1492,5109
1493,1493,5101
1494,1494,5094
1495,1495,5086
1496,1496,5077
1497,1497,5069
1498,1498,5062
1499,1499,5055
1500,1500,5047
1501,1501,5041
1502,1502,5035
1503,1503,5025
1504,1504,5018
1505,1505,5010
1506,1506,5004
1507,1507,4996
1508,1508,4986
1509,1509,4979
1510,1510,4972
1511,1511,4963
1512,1512,4956
1513,1513,4950
1514,1514,4942
1515,1515,4937
1516,1516,4930
1517,1517,4925
1518,1518,4919
1519,1519,4913
1520,1520,4910
1521,1521,4904
1522,1522,4898
1523,1523,4890
1524,1524,4886
1525,1525,4881
1526,1526,4874
1527,1527,4868
1528,1528,4862
1529,1529,4857
1530,1530,4851
1531,1531,4845
1532,1532,4839
1533,1533,4835
1534,1534,4829
1535,1535,4821
1536,1536,4816
1537,1537,4811
1538,1538,4807
1539,1539,4801
1540,1540,4794
1541,1541,4789
1542,1542,4783
1543,1543,4776
1544,1544,4771
1545,1545,4765
1546,1546,4760
1547,1547,4754
1548,1548,4748
1549,1549,4743
1550,1550,4737
1551,1551,4731
1552,1552,4726
1553,1553,4721
1554,1554,4713
1555,1555,4708
1556,1556,4704
1557,1557,4700
1558,1558,4692
1559,1559,4688
1560,1560,4682
1561,1561,4675
1562,1562,4669
1563,1563,4664
1564,1564,4657
1565,1565,4654
1566,1566,4647
1567,1567,4643
1568,1568,4635
1569,1569,4630
1570,1570,4623
1571,1571,4617
1572,1572,4612
1573,1573,4605
1574,1574,4601
1575,1575,4595
1576,1576,4589
1577,1577,4583
1578,1578,4577
1579,1579,4572
1580,1580,4567
1581,1581,4562
1582,1582,4556
1583,1583,4550
1584,1584,4544
1585,1585,4540
1586,1586,4536
1587,1587,4529
1588,1588,4523
1589,1589,4518
1590,1590,4512
1591,1591,4507
1592,1592,4501
1593,1593,4495
1594,1594,4490
1595,1595,4483
1596,1596,4479
1597,1597,4472
1598,1598,4466
1599,1599,4461
1600,1600,4454
1601,1601,4449
1602,1602,4442
1603,1603,4438
1604,1604,4432
1605,1605,4427
1606,1606,4422
1607,1607,4414
1608,1608,4409
1609,1609,4403
1610,1610,4399
1611,1611,4391
1612,1612,4386
1613,1613,4380
1614,1614,4374
1615,1615,4370
1616,1616,4363
1617,1617,4357
1618,1618,4350
1619,1619,4345
1620,1620,4339
1621,1621,4334
1622,1622,4328
1623,1623,4322
1624,1624,4316
1625,1625,4309
1626,1626,4305
1627,1627,4300
1628,1628,4293
1629,1629,4288
1630,1630,4281
1631,1631,4276
1632,1632,4270
1633,1633,4263
1634,1634,4257
1635,1635,4251
1636,1636,4246
1637,1637,4240
1638,1638,4235
1639,1639,4229
1640,1640,4224
1641,1641,4218
1642,1642,4210
1643,1643,4204
1644,1644,4199
1645,1645,4193
1646,1646,4189
1647,1647,4182
1648,1648,4177
1649,1649,4170
1650,1650,4165
1651,1651,4159
1652,1652,4153
1653,1653,4147
1654,1654,4142
1655,1655,4136
1656,1656,4130
1657,1657,4124
1658,1658,4120
1659,1659,4112
1660,1660,4108
1661,1661,4102
1662,1662,4097
1663,1663,4090
1664,1664,4085
1665,1665,4078
1666,1666,4072
1667,1667,4066
1668,1668,4060
1669,1669,4055
1670,1670,4048
1671,1671,4043
1672,1672,4035
1673,1673,4031
1674,1674,4025
1675,1675,4020
1676,1676,4014
1677,1677,4009
1678,1678,4003
1679,1679,3997
1680,1680,3990
1681,1681,3986
1682,1682,3978
1683,1683,3974
1684,1684,3968
1685,1685,3964
1686,1686,3955
1687,1687,3950
1688,1688,3943
1689,1689,3938
1690,1690,3933
1691,1691,3926
1692,1692,3920
1693,1693,3915
1694,1694,3909
1695,1695,3904
1696,1696,3897
1697,1697,3893
1698,1698,3887
1699,1699,3881
1700,1700,3875
1701,1701,3868
1702,1702,3865
1703,1703,3859
1704,1704,3854
1705,1705,3847
1706,1706,3840
1707,1707,3836
1708,1708,3831
1709,1709,3826
1710,1710,3818
1711,1711,3812
1712,1712,3807
1713,1713,3801
1714,1714,3795
1715,1715,3790
1716,1716,3784
1717,1717,3778
1718,1718,3773
1719,1719,3767
1720,1720,3760
1721,1721,3755
1722,1722,3750
1723,1723,3743
1724,1724,3739
1725,1725,3731
1726,1726,3726
1727,1727,3722
1728,1728,3716
1729,1729,3710
1730,1730,3704
1731,1731,3697
1732,1732,3693
1733,1733,3687
1734,1734,3681
1735,1735,3674
1736,1736,3668
1737,1737,3664
1738,1738,3657
1739,1739,3652
1740,1740,3644
1741,1741,3639
1742,1742,3633
1743,1743,3629
1744,1744,3623
1745,1745,3616
1746,1746,3610
1747,1747,3605
1748,1748,3599
1749,1749,3593
1750,1750,3587
1751,1751,3581
1752,1752,3576
1753,1753,3569
1754,1754,3563
1755,1755,3560
1756,1756,3553
1757,1757,3546
1758,1758,3540
1759,1759,3534
1760,1760,3528
1761,1761,3523
1762,1762,3517
1763,1763,3511
1764,1764,3506
1765,1765,3501
1766,1766,3493
1767,1767,3487
1768,1768,3481
1769,1769,3475
1770,1770,3470
1771,1771,3462
1772,1772,3457
1773,1773,3451
1774,1774,3444
1775,1775,3440
