ID,time,distance,start_x,start_y,end_x,end_y,state,free_flow_time_lower_bound,delay_above_free_flow,time_to_free_flow_ratio
1,106.099,49.5036,276.647,797.738,310.27,818.919,0,30.9398,75.1592,3.42921
2,150.3,34.5824,285.676,192.166,253.539,182.55,0,21.614,128.686,6.95382
3,290.909,121.831,547.648,148.038,653.604,130.313,0,76.1444,214.764,3.82048
4,795.753,243.732,295.999,364.581,252.639,183.938,0,152.332,643.42,5.22379
5,1387.11,258.82,377.021,429.813,327.999,224.576,1,161.762,1225.35,8.57499
6,624.695,184.516,279.889,585.198,144.356,617.085,0,115.323,509.372,5.41693
7,246.306,92.8649,558.844,363.575,630.534,334.849,0,58.0405,188.265,4.24369
8,1387.11,225.219,501.22,154.148,364.272,174.213,1,140.762,1246.35,9.85431
9,723.77,202.468,274.254,362.358,249.774,185.098,0,126.542,597.228,5.71959
10,6.4,3.32019,310.629,815.486,311.396,818.5,0,2.07512,4.32488,3.08416
11,776.158,250.88,235.009,471.827,67.7261,405.55,0,156.8,619.358,4.94999
12,239.805,108.341,164.516,381.444,66.8448,402.766,0,67.7134,172.092,3.54148
13,80.3993,60.5388,326.694,759.604,313.066,818.087,0,37.8367,42.5626,2.1249
14,375.214,119.406,461.178,178.619,356.097,173.543,0,74.6288,300.585,5.02774
15,603,202.831,519.327,225.134,648.381,190.771,0,126.77,476.23,4.75666
16,360.813,117.921,192.369,534.797,141.594,611.785,0,73.7004,287.112,4.89567
17,162.101,85.676,547.318,636.325,613.316,613.104,0,53.5475,108.553,3.02723
18,123.399,50.1659,403.77,165.007,356.173,173.296,0,31.3537,92.045,3.9357
19,102.299,58.1027,598.06,126.982,653.757,129.091,0,36.3142,65.9848,2.81705
20,183.602,83.0274,539.256,754.422,611.054,755.234,0,51.8921,131.71,3.53815
21,50.1998,30.6533,594.687,527.677,615.465,540.097,0,19.1583,31.0415,2.62026
22,388.615,180.649,307.187,672.772,312.769,818.011,0,112.906,275.709,3.44194
23,34.8,13.9685,260.884,195.24,252.845,183.941,0,8.73032,26.0697,3.98611
24,102.999,60.8237,126.479,396.602,66.8881,402.858,0,38.0148,64.9842,2.70944
25,504.622,186.518,489.91,302.85,630.931,332.604,0,116.574,388.048,4.32877
26,50.8998,29.5805,581.418,755.862,611.219,754.857,0,18.4878,32.412,2.75316
27,754.963,184.736,172.347,298.467,247.861,184.643,0,115.46,639.503,6.53874
28,701.976,167.822,568.806,531.325,613.418,612.175,0,104.889,597.087,6.69259
29,574.607,209.479,374.756,643.323,313.989,818.451,0,130.924,443.683,4.38885
30,157.8,78.6592,542.059,600.521,613.485,611.858,0,49.162,108.638,3.20981
31,73.1995,40.7027,404.828,116.838,404.977,77.9186,0,25.4392,47.7603,2.87743
32,0,0,649.417,191.212,649.417,191.212,0,0,0,0
