step,time,alive
564,564,17247
565,565,17208
566,566,17170
567,567,17134
568,568,17099
569,569,17056
570,570,17021
571,571,16980
572,572,16941
573,573,16902
574,574,16869
575,575,16828
576,576,16792
577,577,16756
578,578,16723
579,579,16687
580,580,16646
581,581,16617
582,582,16574
583,583,16539
584,584,16500
585,585,16468
586,586,16428
587,587,16396
588,588,16358
589,589,16324
590,590,16289
591,591,16250
592,592,16212
593,593,16176
594,594,16138
595,595,16105
596,596,16067
597,597,16029
598,598,15997
599,599,15960
600,600,15924
601,601,15885
602,602,15850
603,603,15817
604,604,15781
605,605,15744
606,606,15706
607,607,15671
608,608,15635
609,609,15596
610,610,15565
611,611,15525
612,612,15488
613,613,15451
614,614,15413
615,615,15383
616,616,15338
617,617,15307
618,618,15266
619,619,15230
620,620,15194
621,621,15161
622,622,15127
623,623,15089
624,624,15055
625,625,15019
626,626,14983
627,627,14947
628,628,14912
629,629,14878
630,630,14840
631,631,14806
632,632,14772
633,633,14734
634,634,14697
635,635,14664
636,636,14631
637,637,14589
638,638,14559
639,639,14520
640,640,14486
641,641,14459
642,642,14418
643,643,14384
644,644,14347
645,645,14313
646,646,14280
647,647,14243
648,648,14209
649,649,14175
650,650,14136
651,651,14105
652,652,14067
653,653,14032
654,654,14003
655,655,13960
656,656,13925
657,657,13895
658,658,13863
659,659,13825
660,660,13789
661,661,13754
662,662,13716
663,663,13686
664,664,13650
665,665,13613
666,666,13579
667,667,13548
668,668,13510
669,669,13475
670,670,13443
671,671,13406
672,672,13373
673,673,13338
674,674,13305
675,675,13268
676,676,13234
677,677,13199
678,678,13169
679,679,13133
680,680,13105
681,681,13065
682,682,13034
683,683,12995
684,684,12963
685,685,12927
686,686,12891
687,687,12856
688,688,12820
689,689,12792
690,690,12754
691,691,12721
692,692,12680
693,693,12646
694,694,12613
695,695,12579
696,696,12543
697,697,12510
698,698,12479
699,699,12442
700,700,12415
701,701,12381
702,702,12351
703,703,12318
704,704,12282
705,705,12251
706,706,12219
707,707,12189
708,708,12154
709,709,12127
710,710,12091
711,711,12061
712,712,12027
713,713,11998
714,714,11969
715,715,11930
716,716,11907
717,717,11869
718,718,11841
719,719,11810
720,720,11775
721,721,11747
722,722,11722
723,723,11685
724,724,11657
725,725,11627
726,726,11595
727,727,11567
728,728,11532
729,729,11506
730,730,11479
731,731,11441
732,732,11416
733,733,11382
734,734,11354
735,735,11324
736,736,11287
737,737,11261
738,738,11231
739,739,11198
740,740,11173
741,741,11141
742,742,11114
743,743,11081
744,744,11057
745,745,11029
746,746,11000
747,747,10972
748,748,10943
749,749,10910
750,750,10885
751,751,10858
752,752,10829
753,753,10803
754,754,10773
755,755,10748
756,756,10722
757,757,10694
758,758,10661
759,759,10639
760,760,10608
761,761,10587
762,762,10552
763,763,10528
764,764,10502
765,765,10476
766,766,10447
767,767,10421
768,768,10395
769,769,10368
770,770,10341
771,771,10317
772,772,10291
773,773,10266
774,774,10243
775,775,10214
776,776,10190
777,777,10168
778,778,10144
779,779,10118
780,780,10093
781,781,10068
782,782,10043
783,783,10021
784,784,9993
785,785,9969
786,786,9947
787,787,9923
788,788,9899
789,789,9872
790,790,9850
791,791,9827
792,792,9801
793,793,9777
794,794,9753
795,795,9727
796,796,9702
797,797,9677
798,798,9658
799,799,9632
800,800,9610
801,801,9584
802,802,9563
803,803,9537
804,804,9511
805,805,9489
806,806,9464
807,807,9443
808,808,9418
809,809,9392
810,810,9373
811,811,9346
812,812,9323
813,813,9297
814,814,9275
815,815,9250
816,816,9228
817,817,9207
818,818,9183
819,819,9161
820,820,9138
821,821,9117
822,822,9098
823,823,9076
824,824,9057
825,825,9032
826,826,9014
827,827,8992
828,828,8974
829,829,8952
830,830,8930
831,831,8909
832,832,8888
833,833,8870
834,834,8846
835,835,8826
836,836,8807
837,837,8789
838,838,8764
839,839,8745
840,840,8726
841,841,8704
842,842,8682
843,843,8665
844,844,8645
845,845,8628
846,846,8611
847,847,8591
848,848,8573
849,849,8555
850,850,8538
851,851,8519
852,852,8497
853,853,8482
854,854,8465
855,855,8445
856,856,8429
857,857,8410
858,858,8388
859,859,8373
860,860,8355
861,861,8336
862,862,8318
863,863,8301
864,864,8281
865,865,8261
866,866,8246
867,867,8226
868,868,8210
869,869,8194
870,870,8176
871,871,8155
872,872,8140
873,873,8121
874,874,8102
875,875,8083
876,876,8066
877,877,8045
878,878,8031
879,879,8011
880,880,7994
881,881,7976
882,882,7961
883,883,7939
884,884,7923
885,885,7905
886,886,7888
887,887,7871
888,888,7853
889,889,7835
890,890,7818
891,891,7799
892,892,7782
893,893,7765
894,894,7747
895,895,7728
896,896,7719
897,897,7697
898,898,7676
899,899,7661
900,900,7643
901,901,7628
902,902,7607
903,903,7594
904,904,7574
905,905,7561
906,906,7541
907,907,7525
908,908,7511
909,909,7493
910,910,7477
911,911,7458
912,912,7441
913,913,7423
914,914,7407
915,915,7393
916,916,7377
917,917,7362
918,918,7347
919,919,7335
920,920,7320
921,921,7305
922,922,7293
923,923,7277
924,924,7263
925,925,7249
926,926,7236
927,927,7220
928,928,7208
929,929,7196
930,930,7178
931,931,7164
932,932,7153
933,933,7136
934,934,7123
935,935,7109
936,936,7094
937,937,7080
938,938,7070
939,939,7053
940,940,7039
941,941,7026
942,942,7013
943,943,6999
944,944,6983
945,945,6970
946,946,6956
947,947,6943
948,948,6927
949,949,6915
950,950,6901
951,951,6888
952,952,6874
953,953,6859
954,954,6844
955,955,6833
956,956,6819
957,957,6806
958,958,6790
959,959,6779
960,960,6765
961,961,6751
962,962,6735
963,963,6722
964,964,6708
965,965,6695
966,966,6681
967,967,6670
968,968,6660
969,969,6645
970,970,6629
971,971,6615
972,972,6603
973,973,6588
974,974,6577
975,975,6561
976,976,6549
977,977,6536
978,978,6521
979,979,6507
980,980,6495
981,981,6482
982,982,6468
983,983,6454
984,984,6440
985,985,6427
986,986,6415
987,987,6401
988,988,6388
989,989,6375
990,990,6363
991,991,6351
992,992,6338
993,993,6324
994,994,6312
995,995,6299
996,996,6285
997,997,6274
998,998,6260
999,999,6244
1000,1000,6234
1001,1001,6221
1002,1002,6207
1003,1003,6195
1004,1004,6181
1005,1005,6171
1006,1006,6158
1007,1007,6144
1008,1008,6132
1009,1009,6117
1010,1010,6107
1011,1011,6092
1012,1012,6080
1013,1013,6069
1014,1014,6055
1015,1015,6040
1016,1016,6030
1017,1017,6019
1018,1018,6004
1019,1019,5991
1020,1020,5979
1021,1021,5965
1022,1022,5954
1023,1023,5943
1024,1024,5928
1025,1025,5915
1026,1026,5904
1027,1027,5892
1028,1028,5878
1029,1029,5865
1030,1030,5852
1031,1031,5841
1032,1032,5831
1033,1033,5815
1034,1034,5803
1035,1035,5793
1036,1036,5780
1037,1037,5766
1038,1038,5755
1039,1039,5741
1040,1040,5729
1041,1041,5718
1042,1042,5706
1043,1043,5694
1044,1044,5680
1045,1045,5668
1046,1046,5656
1047,1047,5643
1048,1048,5634
1049,1049,5620
1050,1050,5608
1051,1051,5595
1052,1052,5583
1053,1053,5570
1054,1054,5558
1055,1055,5545
1056,1056,5531
1057,1057,5521
1058,1058,5508
1059,1059,5497
1060,1060,5488
1061,1061,5478
1062,1062,5466
1063,1063,5456
1064,1064,5446
1065,1065,5436
1066,1066,5427
1067,1067,5414
1068,1068,5403
1069,1069,5394
1070,1070,5382
1071,1071,5375
1072,1072,5362
1073,1073,5351
1074,1074,5339
1075,1075,5330
1076,1076,5317
1077,1077,5307
1078,1078,5295
1079,1079,5283
1080,1080,5273
1081,1081,5261
1082,1082,5254
1083,1083,5243
1084,1084,5230
1085,1085,5221
1086,1086,5209
1087,1087,5201
1088,1088,5189
1089,1089,5179
1090,1090,5168
1091,1091,5159
1092,1092,5149
1093,1093,5139
1094,1094,5129
1095,1095,5119
1096,1096,5106
1097,1097,5098
1098,1098,5084
1099,1099,5073
1100,1100,5062
1101,1101,5052
1102,1102,5043
1103,1103,5033
1104,1104,5021
1105,1105,5014
1106,1106,4999
1107,1107,4989
1108,1108,4978
1109,1109,4966
1110,1110,4957
1111,1111,4946
1112,1112,4938
1113,1113,4924
1114,1114,4913
1115,1115,4906
1116,1116,4896
1117,1117,4886
1118,1118,4876
1119,1119,4863
1120,1120,4853
1121,1121,4842
1122,1122,4833
1123,1123,4821
1124,1124,4812
1125,1125,4801
1126,1126,4792
1127,1127,4780
1128,1128,4772
1129,1129,4759
1130,1130,4749
1131,1131,4737
1132,1132,4729
1133,1133,4714
1134,1134,4706
1135,1135,4696
1136,1136,4684
1137,1137,4676
1138,1138,4664
1139,1139,4655
1140,1140,4642
1141,1141,4631
1142,1142,4624
1143,1143,4613
1144,1144,4602
1145,1145,4591
1146,1146,4581
1147,1147,4570
1148,1148,4562
1149,1149,4551
1150,1150,4542
1151,1151,4533
1152,1152,4521
1153,1153,4510
1154,1154,4501
1155,1155,4489
1156,1156,4479
1157,1157,4468
1158,1158,4457
1159,1159,4447
1160,1160,4435
1161,1161,4427
1162,1162,4416
1163,1163,4406
1164,1164,4397
1165,1165,4386
1166,1166,4377
1167,1167,4365
1168,1168,4358
1169,1169,4347
1170,1170,4336
1171,1171,4325
1172,1172,4317
1173,1173,4303
1174,1174,4297
1175,1175,4284
1176,1176,4274
1177,1177,4264
1178,1178,4255
1179,1179,4247
1180,1180,4236
1181,1181,4226
1182,1182,4216
1183,1183,4206
1184,1184,4196
1185,1185,4185
1186,1186,4176
1187,1187,4165
1188,1188,4155
1189,1189,4145
1190,1190,4135
1191,1191,4125
1192,1192,4114
1193,1193,4104
1194,1194,4094
1195,1195,4084
1196,1196,4072
1197,1197,4064
1198,1198,4054
1199,1199,4042
1200,1200,4032
1201,1201,4021
1202,1202,4011
1203,1203,4003
1204,1204,3994
1205,1205,3985
1206,1206,3972
1207,1207,3964
1208,1208,3957
1209,1209,3946
1210,1210,3936
1211,1211,3926
1212,1212,3917
1213,1213,3906
1214,1214,3895
1215,1215,3886
1216,1216,3875
1217,1217,3867
1218,1218,3857
1219,1219,3845
1220,1220,3837
1221,1221,3827
1222,1222,3819
1223,1223,3807
1224,1224,3797
1225,1225,3788
1226,1226,3776
1227,1227,3768
1228,1228,3760
1229,1229,3751
1230,1230,3740
1231,1231,3729
1232,1232,3719
1233,1233,3709
1234,1234,3699
1235,1235,3690
1236,1236,3679
1237,1237,3669
1238,1238,3658
1239,1239,3649
1240,1240,3639
1241,1241,3629
1242,1242,3620
1243,1243,3611
1244,1244,3602
1245,1245,3592
1246,1246,3582
1247,1247,3572
1248,1248,3562
1249,1249,3550
1250,1250,3542
1251,1251,3530
1252,1252,3520
1253,1253,3511
1254,1254,3506
1255,1255,3493
1256,1256,3484
1257,1257,3473
1258,1258,3463
1259,1259,3453
1260,1260,3443
1261,1261,3432
1262,1262,3422
1263,1263,3412
1264,1264,3404
1265,1265,3392
1266,1266,3383
1267,1267,3372
1268,1268,3363
1269,1269,3352
1270,1270,3342
1271,1271,3331
1272,1272,3321
1273,1273,3311
1274,1274,3300
1275,1275,3292
1276,1276,3283
1277,1277,3275
1278,1278,3267
1279,1279,3260
1280,1280,3251
1281,1281,3244
1282,1282,3235
1283,1283,3228
1284,1284,3221
1285,1285,3212
1286,1286,3206
1287,1287,3197
1288,1288,3190
1289,1289,3182
1290,1290,3174
1291,1291,3166
1292,1292,3158
1293,1293,3151
1294,1294,3143
1295,1295,3135
1296,1296,3127
1297,1297,3119
1298,1298,3110
1299,1299,3105
1300,1300,3097
1301,1301,3088
1302,1302,3080
1303,1303,3073
1304,1304,3064
1305,1305,3056
1306,1306,3050
1307,1307,3040
1308,1308,3033
1309,1309,3026
1310,1310,3019
1311,1311,3012
1312,1312,3004
1313,1313,2996
1314,1314,2988
1315,1315,2983
1316,1316,2974
1317,1317,2966
1318,1318,2958
1319,1319,2951
1320,1320,2945
1321,1321,2939
1322,1322,2927
1323,1323,2920
1324,1324,2914
1325,1325,2906
1326,1326,2898
1327,1327,2891
1328,1328,2884
1329,1329,2877
1330,1330,2867
1331,1331,2861
1332,1332,2853
1333,1333,2846
1334,1334,2837
1335,1335,2830
1336,1336,2822
1337,1337,2815
1338,1338,2807
1339,1339,2801
1340,1340,2794
1341,1341,2785
1342,1342,2778
1343,1343,2771
1344,1344,2764
1345,1345,2757
1346,1346,2748
1347,1347,2741
1348,1348,2735
1349,1349,2726
1350,1350,2717
1351,1351,2711
1352,1352,2703
1353,1353,2699
1354,1354,2690
1355,1355,2683
1356,1356,2674
1357,1357,2670
1358,1358,2661
1359,1359,2657
1360,1360,2649
1361,1361,2642
1362,1362,2635
1363,1363,2627
1364,1364,2620
1365,1365,2614
1366,1366,2608
1367,1367,2603
1368,1368,2597
1369,1369,2593
1370,1370,2585
1371,1371,2580
1372,1372,2575
1373,1373,2569
1374,1374,2563
1375,1375,2559
1376,1376,2554
1377,1377,2549
1378,1378,2544
1379,1379,2539
1380,1380,2536
1381,1381,2530
1382,1382,2526
1383,1383,2520
1384,1384,2516
1385,1385,2510
1386,1386,2505
1387,1387,2501
1388,1387.2,2499
